TU,Region,1900 -> 1901,1901 -> 1902,1902 -> 1903,1903 -> 1904,1904 -> 1905,1905 -> 1906,1906 -> 1907,1907 -> 1908,1908 -> 1909,1909 -> 1910,1910 -> 1911,1911 -> 1912,1912 -> 1913,1913 -> 1914,1914 -> 1915,1915 -> 1916,1916 -> 1917,1917 -> 1918,1918 -> 1919,1919 -> 1920,1920 -> 1921,1921 -> 1922,1922 -> 1923,1923 -> 1924,1924 -> 1925,1925 -> 1926,1926 -> 1927,1927 -> 1928,1928 -> 1929,1929 -> 1930,1930 -> 1931,1931 -> 1932,1932 -> 1933,1933 -> 1934,1934 -> 1935,1935 -> 1936,1936 -> 1937,1937 -> 1938,1938 -> 1939,1939 -> 1940,1940 -> 1941,1941 -> 1942,1942 -> 1943,1943 -> 1944,1944 -> 1945,1945 -> 1946,1946 -> 1947,1947 -> 1948,1948 -> 1949,1949 -> 1950,1950 -> 1951,1951 -> 1952,1952 -> 1953,1953 -> 1954,1954 -> 1955,1955 -> 1956,1956 -> 1957,1957 -> 1958,1958 -> 1959,1959 -> 1960,1960 -> 1961,1961 -> 1962,1962 -> 1963,1963 -> 1964,1964 -> 1965,1965 -> 1966,1966 -> 1967,1967 -> 1968,1968 -> 1969,1969 -> 1970,1970 -> 1971,1971 -> 1972,1972 -> 1973,1973 -> 1974,1974 -> 1975,1975 -> 1976,1976 -> 1977,1977 -> 1978,1978 -> 1979,1979 -> 1980,1980 -> 1981,1981 -> 1982,1982 -> 1983,1983 -> 1984,1984 -> 1985,1985 -> 1986,1986 -> 1987,1987 -> 1988,1988 -> 1989,1989 -> 1990,1990 -> 1991,1991 -> 1992,1992 -> 1993,1993 -> 1994,1994 -> 1995,1995 -> 1996,1996 -> 1997,1997 -> 1998,1998 -> 1999,1999 -> 2000,2000 -> 2001,2001 -> 2002,2002 -> 2003,2003 -> 2004,2004 -> 2005,2005 -> 2006,2006 -> 2007,2007 -> 2008,2008 -> 2009,2009 -> 2010,2010 -> 2011,2011 -> 2012,2012 -> 2013,2013 -> 2014,2014 -> 2015,2015 -> 2016,2016 -> 2017,2017 -> 2018,2018 -> 2019,2019 -> 2020,2020 -> 2021,2021 -> 2022,2022 -> 2023,2023 -> 2024,2024 -> 2025,2025 -> 2026,2026 -> 2027,2027 -> 2028,2028 -> 2029,2029 -> 2030,2030 -> 2031,2031 -> 2032,2032 -> 2033,2033 -> 2034,2034 -> 2035,2035 -> 2036,2036 -> 2037,2037 -> 2038,2038 -> 2039,2039 -> 2040,2040 -> 2041,2041 -> 2042,2042 -> 2043,2043 -> 2044,2044 -> 2045,2045 -> 2046,2046 -> 2047,2047 -> 2048,2048 -> 2049,2049 -> 2050,2050 -> 2051,2051 -> 2052,2052 -> 2053,2053 -> 2054,2054 -> 2055,2055 -> 2056,2056 -> 2057,2057 -> 2058,2058 -> 2059,2059 -> 2060,2060 -> 2061,2061 -> 2062,2062 -> 2063,2063 -> 2064,2064 -> 2065,2065 -> 2066,2066 -> 2067,2067 -> 2068,2068 -> 2069,2069 -> 2070,2070 -> 2071,2071 -> 2072,2072 -> 2073,2073 -> 2074,2074 -> 2075,2075 -> 2076,2076 -> 2077,2077 -> 2078,2078 -> 2079,2079 -> 2080,2080 -> 2081,2081 -> 2082,2082 -> 2083,2083 -> 2084,2084 -> 2085,2085 -> 2086,2086 -> 2087,2087 -> 2088,2088 -> 2089,2089 -> 2090,2090 -> 2091,2091 -> 2092,2092 -> 2093,2093 -> 2094,2094 -> 2095,2095 -> 2096,2096 -> 2097,2097 -> 2098,2098 -> 2099,2099 -> 2100
BusElec,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,21.0,20.0,20.0,265.0,269.0,274.0,278.0,283.0,2473.0,2513.0,2556.0,2596.0,2640.0,7015.0,7130.0,7247.0,7364.0,7483.0,10032.0,10194.0,10359.0,10525.0,10693.0,12608.0,12809.0,13014.0,13219.0,13429.0,17727.0,18009.0,18294.0,18583.0,18874.0,35549.0,36119.0,36695.0,37279.0,37870.0,42570.0,43243.0,43925.0,44615.0,45312.0,32381.0,32872.0,33367.0,33868.0,34377.0,28678.0,29096.0,29518.0,29945.0,30378.0,24719.0,25062.0,25407.0,25757.0,26111.0,19243.0,19486.0,19732.0,19979.0,20231.0,12826.0,12957.0,13088.0,13220.0,13355.0,9587.0,9660.0,9732.0,9805.0,9879.0,7626.0,7662.0,7698.0,7735.0,7771.0,5453.0,5451.0,5448.0,5445.0,5441.0,4288.0,4264.0,4240.0,4215.0,4190.0
BusHydrogen,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,368.0,375.0,380.0,387.0,2871.0,2919.0,2966.0,3015.0,3064.0,8817.0,8962.0,9108.0,9255.0,9406.0,15061.0,15305.0,15553.0,15803.0,16057.0,20771.0,21105.0,21442.0,21784.0,22130.0,17662.0,17937.0,18215.0,18497.0,18782.0,14049.0,14258.0,14469.0,14683.0,14900.0,10531.0,10677.0,10825.0,10974.0,11125.0,7880.0,7979.0,8079.0,8179.0,8281.0,6613.0,6688.0,6763.0,6840.0,6917.0,7038.0,7118.0,7198.0,7279.0,7362.0,8294.0,8393.0,8491.0,8591.0,8693.0,9330.0,9443.0,9556.0,9670.0,9786.0,10775.0,10908.0,11042.0,11178.0,11315.0
TruckFossil,LatinAmerica,1142.5,1158.75,1176.25,1196.25,1213.75,1235.0,1255.0,1277.5,1301.25,1323.75,1351.25,1377.5,1407.5,1437.5,1470.0,1503.75,1541.25,1580.0,1621.25,1665.0,1712.5,1760.0,1812.5,1867.5,1926.25,1987.5,2051.25,2120.0,2192.5,2267.5,2347.5,2430.0,2517.5,2610.0,2705.0,2806.25,2911.25,3021.25,3136.25,3255.0,3381.25,3510.0,3647.5,3788.75,3936.25,4088.75,4248.75,4416.25,4587.5,4767.5,4953.75,5148.75,5348.75,5558.75,5776.25,6002.5,6235.0,6478.75,6731.25,6993.75,7265.0,7546.25,7838.75,8142.5,8457.5,8782.5,9122.5,9473.75,9837.5,10215.0,10606.25,11012.5,11435.0,11871.25,12323.75,12793.75,13281.25,13786.25,14310.0,14853.75,-1361.25,-1351.25,-1345.0,-1340.0,-1337.5,31526.25,31900.0,32282.5,32670.0,33066.25,32522.5,32920.0,33326.25,33736.25,34155.0,30483.75,30862.5,31248.75,31636.25,-3966.25,45023.75,45213.75,48411.25,-14866.25,39687.5,38286.25,26137.5,127871.25,196978.75,26787.5,4267.5,94152.5,5712.5,47752.5,54393.75,24271.25,24527.5,24787.5,25048.75,25313.75,42328.75,42830.0,43336.25,43847.5,44365.0,29883.75,30202.5,30523.75,30847.5,31175.0,49147.5,49725.0,50310.0,50900.0,51496.25,43493.75,43982.5,44475.0,44972.5,45473.75,21567.5,21738.75,21912.5,22088.75,22266.25,1747.5,1638.75,1530.0,1418.75,1306.25,-18745.0,-19138.75,-19535.0,-19938.75,-20343.75,-40282.5,-40968.75,-41665.0,-42366.25,-43077.5,-65128.75,-66150.0,-67183.75,-68228.75,-69285.0,-72831.25,-73945.0,-75070.0,-76207.5,-77356.25,-67703.75,-68727.5,-69762.5,-70807.5,-71865.0,-41680.0,-42326.25,-42978.75,-43637.5,-44303.75,-24877.5,-25277.5,-25685.0,-26095.0,-26510.0,-15445.0,-15710.0,-15977.5,-16247.5,-16521.25,-10163.75,-10351.25,-10541.25,-10732.5,-10925.0,-9447.5,-9621.25,-9798.75,-9977.5,-10157.5
TruckElec,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.5,387.5,392.5,398.75,403.75,2510.0,2543.75,2580.0,2615.0,2650.0,6300.0,6385.0,6473.75,6562.5,6651.25,17071.25,17306.25,17542.5,17783.75,18025.0,43842.5,44445.0,45053.75,45668.75,46290.0,75637.5,76670.0,77713.75,78768.75,79833.75,103231.25,104628.75,106040.0,107467.5,108908.75,148603.75,150605.0,152628.75,154672.5,156736.25,197656.25,200303.75,202976.25,205678.75,208407.5,218906.25,221798.75,224721.25,227675.0,230656.25,193162.5,195643.75,198150.0,200681.25,203238.75,118223.75,119616.25,121022.5,122442.5,123876.25,64536.25,65155.0,65777.5,66407.5,67040.0,32797.5,32958.75,33120.0,33282.5,33446.25,11232.5,11086.25,10936.25,10786.25,10631.25,-1413.75,-1738.75,-2067.5,-2401.25,-2740.0
TruckHydrogen,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.25,862.5,875.0,886.25,898.75,7763.75,7871.25,7980.0,8090.0,8201.25,32483.75,32933.75,33386.25,33846.25,34308.75,66110.0,67018.75,67935.0,68862.5,69800.0,93328.75,94600.0,95881.25,97178.75,98487.5,108546.25,110005.0,111477.5,112965.0,114468.75,116458.75,117998.75,119556.25,121127.5,122717.5,111678.75,113125.0,114585.0,116061.25,117550.0,109416.25,110802.5,112203.75,113618.75,115046.25,91197.5,92303.75,93421.25,94550.0,95690.0,82986.25,83955.0,84936.25,85923.75,86923.75,81252.5,82178.75,83112.5,84056.25,85007.5,84841.25,85796.25,86760.0,87735.0,88716.25,96918.75,98020.0,99132.5,100256.25,101390.0
TTWFossil,MiddleEast,6761.0,6880.75,7003.5,7129.0,7258.5,7391.75,7529.5,7672.0,7820.0,7973.75,8133.75,8301.0,8475.0,8657.5,8848.25,9048.25,9258.0,9478.0,9708.5,9951.25,10205.25,10472.25,10752.75,11046.5,11355.0,11678.25,12017.0,12372.0,12743.25,13131.75,13537.75,13962.0,14405.0,14867.25,15348.75,15851.0,16373.5,16917.75,17483.25,18071.5,18682.5,19316.75,19975.0,20658.0,21366.0,22100.25,22860.25,23648.0,24463.25,25307.0,26180.25,27083.25,28017.5,28983.5,29981.75,31013.5,32080.0,33182.0,34320.0,35496.0,36710.75,37964.75,39260.25,40598.0,41979.0,43405.25,44877.75,46397.75,47967.25,49587.5,51260.25,52987.25,54769.75,56610.0,58509.75,60471.25,62495.75,64586.0,66743.75,68971.5,238860.5,239379.75,239945.75,240556.0,241208.0,104505.75,104945.5,105396.0,105856.5,106327.25,202380.25,203125.25,203893.5,204684.5,205497.25,221092.5,221991.75,222912.25,223853.0,261187.25,149181.0,-17206.25,570163.0,137138.75,371619.5,733582.5,898465.5,700159.25,494743.5,838230.5,410140.5,349060.5,-163567.75,-79635.5,-123815.25,270137.5,272246.5,274370.0,276508.0,278660.5,276657.0,278803.25,280963.75,283139.5,285329.5,-187334.5,-189166.0,-191011.25,-192869.75,-194742.5,-198463.0,-200378.75,-202308.75,-204253.0,-206211.5,-264199.25,-266666.75,-269151.75,-271655.25,-274176.75,-371642.5,-375015.75,-378413.25,-381835.25,-385282.0,-259732.5,-262118.75,-264522.5,-266943.5,-269382.0,-202102.75,-203975.75,-205861.75,-207761.75,-209675.25,-238353.0,-240525.5,-242713.75,-244917.5,-247137.5,-278002.25,-280502.0,-283019.75,-285555.0,-288109.0,-175713.75,-177307.5,-178912.5,-180529.0,-182157.0,-120251.25,-121350.75,-122458.25,-123573.75,-124697.25,-87135.25,-87938.25,-88747.25,-89561.75,-90382.25,-86409.25,-87200.0,-87996.25,-88798.25,-89606.0,-51327.25,-51805.25,-52286.75,-52771.5,-53260.0,-25944.0,-26196.25,-26450.0,-26706.25,-26963.75,-11151.0,-11271.75,-11393.5,-11515.75,-11639.25
TTWElec,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47467.25,47870.5,48276.25,48685.5,49097.25,392572.5,395910.75,399272.5,402657.75,406066.75,878107.25,885562.5,893070.25,900630.5,908244.0,1219797.25,1230116.25,1240507.75,1250971.75,1261509.75,1435057.25,1447139.25,1459305.5,1471557.25,1483894.75,1942000.0,1958337.0,1974788.5,1991354.75,2008037.25,1875674.75,1891307.5,1907049.75,1922901.5,1938863.75,1551790.25,1564500.25,1577298.0,1590184.25,1603160.0,1762689.25,1777110.0,1791630.25,1806251.0,1820972.75,1990288.25,2006551.5,2022926.5,2039414.75,2056017.25,1585940.5,1598551.5,1611248.75,1624033.0,1636904.25,1188162.75,1197199.25,1206296.5,1215454.5,1224674.0,929836.0,936532.25,943272.0,950056.0,956884.25,802476.25,807987.5,813533.75,819115.5,824732.5,649168.75,653274.5,657405.5,661561.25,665742.5,306125.75,307173.75,308225.25,309279.75,310337.5,201100.25,201197.25,201290.5,201380.0,201465.5
TTWHydrogen,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.75,1637.5,1651.5,1665.75,1679.5,3522.0,3552.0,3582.0,3612.5,3642.75,5921.0,5971.0,6021.75,6072.5,6123.75,18045.75,18199.5,18354.25,18510.0,18667.25,17217.75,17363.0,17509.5,17656.75,17805.25,30447.5,30705.5,30965.5,31227.0,31490.5,130587.75,131706.75,132834.0,133969.0,135112.0,271615.25,273943.5,276288.25,278649.25,281027.0,297434.0,299966.5,302517.0,305085.25,307671.5,310882.75,313510.75,316157.0,318822.25,321505.75,266640.75,268862.0,271098.75,273351.0,275618.75,232226.25,234128.0,236043.25,237971.75,239913.5,233021.25,234912.75,236817.25,238734.75,240665.75,209069.75,210734.5,212410.25,214097.5,215796.5,180470.25,181868.5,183275.75,184693.0,186119.25,192178.5,193665.0,195161.25,196667.75,198184.25
PLDVFossil,MiddleEast,6668.5,6835.5,7008.5,7187.5,7374.0,7567.5,7769.5,7980.5,8201.5,8433.0,8676.0,8931.5,9200.5,9483.5,9782.0,10097.0,10429.0,10780.0,11151.0,11542.0,11956.0,12393.0,12854.5,13342.0,13856.5,14400.5,14973.5,15579.5,16217.5,16891.0,17600.0,18348.0,19135.5,19964.5,20837.0,21755.0,22721.0,23736.5,24804.0,25925.5,27103.5,28341.5,29640.5,31004.5,32435.5,33938.0,35513.5,37166.0,38899.0,40716.0,42621.0,44617.5,46710.0,48903.0,51201.0,53608.0,56130.5,58772.5,61539.5,64438.0,67474.0,70653.0,73981.5,77468.0,81118.0,84940.0,88942.0,93131.5,97518.0,102110.5,106917.5,111951.5,117220.0,122735.5,128510.0,134554.0,140881.5,147504.5,154437.5,161695.0,445033.5,457501.5,470327.0,483513.0,497066.5,268878.0,275961.5,283218.5,290650.5,298261.5,486452.5,499916.0,513720.0,527871.0,542374.5,587085.0,603234.0,619779.0,636728.0,507900.5,1390158.0,1801045.0,2063560.5,2255676.0,2291182.0,1906856.5,1838981.0,2315385.0,1168787.0,2865577.0,2384144.5,985187.5,3725411.5,395040.0,372975.0,1431207.5,1465970.0,1501470.5,1537722.0,1574740.0,1578925.5,1616471.0,1654804.5,1693941.5,1733897.5,-160813.5,-179669.5,-199075.5,-219043.0,-239587.0,-286127.5,-308656.0,-331819.0,-355630.5,-380105.0,-667332.0,-701370.5,-736309.0,-772169.0,-808969.5,-1327495.0,-1381268.0,-1436397.0,-1492911.5,-1550842.0,-505450.5,-531772.5,-558793.5,-586529.0,-614995.5,-640953.5,-670827.5,-701478.5,-732924.0,-765181.0,-950799.0,-989500.5,-1029178.5,-1069856.0,-1111553.0,-1326906.5,-1376105.5,-1426518.5,-1478170.5,-1531089.5,-854160.5,-886839.0,-920330.5,-954652.5,-989822.0,-595592.0,-619064.0,-643123.5,-667784.0,-693059.0,-441551.0,-459422.0,-477743.0,-496525.0,-515777.0,-497038.0,-516058.5,-535553.0,-555530.0,-576001.5,-285878.0,-297644.5,-309708.0,-322076.5,-334756.0,-109333.0,-115202.0,-121228.0,-127414.0,-133764.0,3416.0,1218.5,-1047.0,-3385.0,-5794.5
PLDVElec,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24032.5,24032.5,24032.0,24032.5,24032.5,194077.0,194077.0,194077.0,194077.0,194077.0,421466.0,421466.0,421466.0,421466.0,421466.0,565817.5,565817.0,565817.0,565817.5,565817.0,641580.0,641579.5,641580.0,641580.0,641580.0,844428.5,844428.5,844428.5,844428.5,844428.5,1030297.0,1030297.0,1030297.0,1030297.0,1030297.0,645993.5,645993.0,645993.5,645993.5,645993.5,713041.0,713041.0,713041.5,713041.0,713041.0,782255.0,782255.5,782255.0,782255.0,782255.0,568828.5,568829.0,568828.5,568828.5,568828.5,370738.5,370738.5,370738.5,370739.0,370738.5,243057.5,243057.5,243057.5,243057.5,243057.5,176801.5,176801.0,176801.0,176801.5,176801.0,103957.5,103958.0,103957.5,103957.5,103958.0,-39133.5,-39133.5,-39133.5,-39133.5,-39133.5,-81576.0,-81576.0,-81576.0,-81576.0,-81576.0
PLDVPlugInHybrid,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5488.0,4861.0,4335.0,4894.5,4894.5,39527.5,39527.5,39527.5,39527.5,39527.5,85839.5,85839.5,85839.5,85839.5,85839.5,115239.5,115239.5,115239.0,115239.5,115239.5,130670.0,130669.5,130670.0,130670.0,130669.5,171984.0,171984.0,171983.5,171984.0,171984.0,-406834.0,-406833.5,-406834.0,-406833.5,-406834.0,24530.0,24529.5,24530.0,24530.0,24529.5,27076.0,27075.5,27075.5,27076.0,27075.5,29704.0,29704.0,29704.0,29704.0,29703.5,21600.0,21599.5,21599.5,21600.0,21599.5,14078.0,14077.5,14078.0,14077.5,14078.0,9229.0,9229.5,9229.5,9229.5,9229.5,6713.5,6713.5,6713.5,6713.5,6713.5,3947.5,3947.5,3947.5,3947.5,3947.5,-1486.0,-1486.0,-1486.0,-1486.0,-1486.0,-3097.5,-3097.5,-3098.0,-3097.5,-3097.5
PLDVHydrogen,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,446.5,447.0,447.0,446.5,939.5,939.0,939.5,939.0,939.5,1532.0,1532.0,1531.5,1532.0,1532.0,4596.0,4596.0,4596.0,4596.0,4596.5,4189.5,4190.0,4190.0,4190.0,4190.0,7279.5,7279.5,7279.5,7279.5,7279.5,31203.0,31202.5,31203.0,31202.5,31202.5,63268.5,63268.5,63268.0,63268.5,63268.5,66517.0,66517.0,66517.0,66517.0,66517.0,66655.0,66654.5,66655.0,66654.5,66654.5,53873.0,53872.5,53872.5,53872.5,53873.0,43948.0,43948.5,43948.5,43948.5,43948.5,42067.5,42067.0,42067.5,42067.5,42067.5,35090.5,35090.0,35090.5,35090.0,35090.5,27552.0,27552.0,27552.0,27552.0,27552.0,28472.5,28472.5,28473.0,28472.5,28472.5
