TU,Region,1900 -> 1901,1901 -> 1902,1902 -> 1903,1903 -> 1904,1904 -> 1905,1905 -> 1906,1906 -> 1907,1907 -> 1908,1908 -> 1909,1909 -> 1910,1910 -> 1911,1911 -> 1912,1912 -> 1913,1913 -> 1914,1914 -> 1915,1915 -> 1916,1916 -> 1917,1917 -> 1918,1918 -> 1919,1919 -> 1920,1920 -> 1921,1921 -> 1922,1922 -> 1923,1923 -> 1924,1924 -> 1925,1925 -> 1926,1926 -> 1927,1927 -> 1928,1928 -> 1929,1929 -> 1930,1930 -> 1931,1931 -> 1932,1932 -> 1933,1933 -> 1934,1934 -> 1935,1935 -> 1936,1936 -> 1937,1937 -> 1938,1938 -> 1939,1939 -> 1940,1940 -> 1941,1941 -> 1942,1942 -> 1943,1943 -> 1944,1944 -> 1945,1945 -> 1946,1946 -> 1947,1947 -> 1948,1948 -> 1949,1949 -> 1950,1950 -> 1951,1951 -> 1952,1952 -> 1953,1953 -> 1954,1954 -> 1955,1955 -> 1956,1956 -> 1957,1957 -> 1958,1958 -> 1959,1959 -> 1960,1960 -> 1961,1961 -> 1962,1962 -> 1963,1963 -> 1964,1964 -> 1965,1965 -> 1966,1966 -> 1967,1967 -> 1968,1968 -> 1969,1969 -> 1970,1970 -> 1971,1971 -> 1972,1972 -> 1973,1973 -> 1974,1974 -> 1975,1975 -> 1976,1976 -> 1977,1977 -> 1978,1978 -> 1979,1979 -> 1980,1980 -> 1981,1981 -> 1982,1982 -> 1983,1983 -> 1984,1984 -> 1985,1985 -> 1986,1986 -> 1987,1987 -> 1988,1988 -> 1989,1989 -> 1990,1990 -> 1991,1991 -> 1992,1992 -> 1993,1993 -> 1994,1994 -> 1995,1995 -> 1996,1996 -> 1997,1997 -> 1998,1998 -> 1999,1999 -> 2000,2000 -> 2001,2001 -> 2002,2002 -> 2003,2003 -> 2004,2004 -> 2005,2005 -> 2006,2006 -> 2007,2007 -> 2008,2008 -> 2009,2009 -> 2010,2010 -> 2011,2011 -> 2012,2012 -> 2013,2013 -> 2014,2014 -> 2015,2015 -> 2016,2016 -> 2017,2017 -> 2018,2018 -> 2019,2019 -> 2020,2020 -> 2021,2021 -> 2022,2022 -> 2023,2023 -> 2024,2024 -> 2025,2025 -> 2026,2026 -> 2027,2027 -> 2028,2028 -> 2029,2029 -> 2030,2030 -> 2031,2031 -> 2032,2032 -> 2033,2033 -> 2034,2034 -> 2035,2035 -> 2036,2036 -> 2037,2037 -> 2038,2038 -> 2039,2039 -> 2040,2040 -> 2041,2041 -> 2042,2042 -> 2043,2043 -> 2044,2044 -> 2045,2045 -> 2046,2046 -> 2047,2047 -> 2048,2048 -> 2049,2049 -> 2050,2050 -> 2051,2051 -> 2052,2052 -> 2053,2053 -> 2054,2054 -> 2055,2055 -> 2056,2056 -> 2057,2057 -> 2058,2058 -> 2059,2059 -> 2060,2060 -> 2061,2061 -> 2062,2062 -> 2063,2063 -> 2064,2064 -> 2065,2065 -> 2066,2066 -> 2067,2067 -> 2068,2068 -> 2069,2069 -> 2070,2070 -> 2071,2071 -> 2072,2072 -> 2073,2073 -> 2074,2074 -> 2075,2075 -> 2076,2076 -> 2077,2077 -> 2078,2078 -> 2079,2079 -> 2080,2080 -> 2081,2081 -> 2082,2082 -> 2083,2083 -> 2084,2084 -> 2085,2085 -> 2086,2086 -> 2087,2087 -> 2088,2088 -> 2089,2089 -> 2090,2090 -> 2091,2091 -> 2092,2092 -> 2093,2093 -> 2094,2094 -> 2095,2095 -> 2096,2096 -> 2097,2097 -> 2098,2098 -> 2099,2099 -> 2100
LCVHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BusFossil,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4375,31.0,37.1875,61.25,3.5625,152.9375,113.875,204.125,96.3125,134.8125,118.1875,94.125,49.8125,50.0625,46.75,46.54,217.49,333.58,72.02,1091.22,246.61,-254.28,385.32,382.2,431.6,546.78,643.76,-292.5,-911.4300000000001,-1214.07,711.36,487.5,2846.61,1588.8600000000001,1249.5600000000002,945.36,1136.2275,1145.9925,1201.2624,1211.4180000000001,1221.5736000000002,1232.4546000000003,1241.8848,1252.0404,1262.9214000000002,1273.0770000000002,1283.2326,1294.1136000000001,1304.9946000000002,1315.8756,-1989.0468,-2011.5342000000003,-2032.5708000000002,-2055.7836,-2078.271,-4380.690600000001,-4426.390800000001,-4472.816400000001,-4518.5166,-4564.9422,-4611.3678,-4659.2442,-4707.1206,-4754.2716,-4802.8734,-4851.4752,-4900.8024000000005,-4950.1296,-4999.456800000001,-5050.234800000001,-367.05240000000003,-370.67940000000004,-375.03180000000003,-378.65880000000004,-383.01120000000003,-387.3636,-390.99060000000003,-395.343,-398.97,-404.0478,134.92440000000002,135.6498,136.3752,138.5514,138.5514,140.72760000000002,141.45300000000003,142.1784,143.62920000000003,145.08,146.53080000000003,147.2562,148.70700000000002,149.4324,151.6086,152.334,153.0594,155.2356,155.961,157.4118,158.86260000000001,160.3134,161.0388,162.48960000000002,163.9404,165.39120000000003,166.842,167.56740000000002,169.74360000000001,170.46900000000002,172.64520000000002,173.37060000000002,174.8214,176.27220000000003,177.723,179.1738,180.62460000000002,182.0754,183.52620000000002,184.977
BusElec,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.125,0.0,0.25,0.25,0.375,0.1875,0.25,0.1875,0.1875,0.125,0.0625,0.125,0.13,0.39,0.65,0.26,1.3,2.21,4.94,3.9000000000000004,3.9000000000000004,-0.52,-1.3,-1.56,-2.34,-3.9000000000000004,-4.290000000000001,-3.9000000000000004,7.02,47.97,23.985,29.25,157.365,190.41750000000002,193.90500000000003,205.28820000000002,208.18980000000002,211.0914,215.44380000000004,218.3454,221.97240000000005,224.87400000000002,229.2264,232.85340000000002,236.4804,239.38200000000003,244.45980000000003,6.528600000000001,6.528600000000001,5.8032,6.528600000000001,5.8032,29.741400000000002,30.466800000000003,30.466800000000003,30.466800000000003,30.466800000000003,31.192200000000003,31.192200000000003,31.917600000000004,31.192200000000003,32.643,31.917600000000004,32.643,33.3684,32.643,33.3684,-0.7254,-1.4508,-1.4508,-2.1762,-2.1762,-2.9016,-2.9016,-3.6270000000000002,-3.6270000000000002,-3.6270000000000002,-2.1762,-2.1762,-2.9016,-2.9016,-3.6270000000000002,-3.6270000000000002,-3.6270000000000002,-4.3524,-5.077800000000001,-5.077800000000001,-5.077800000000001,-5.8032,-6.528600000000001,-6.528600000000001,-6.528600000000001,-7.2540000000000004,-7.979400000000001,-7.979400000000001,-7.979400000000001,-9.430200000000001,-8.7048,-10.155600000000002,-10.155600000000002,-10.155600000000002,-10.881000000000002,-11.6064,-11.6064,-13.057200000000002,-12.331800000000001,-13.057200000000002,-13.782600000000002,-14.508000000000001,-14.508000000000001,-15.233400000000001,-15.958800000000002,-16.6842,-16.6842,-17.4096,-17.4096,-18.860400000000002
BusHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TruckFossil,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.984375,312.734375,363.28125,559.453125,92.34375,1308.984375,995.546875,1737.5,860.46875,1180.390625,1048.28125,853.671875,490.46875,493.90625,468.28125,553.9625,1982.3375,2960.2625000000003,779.6750000000001,989.4625,3034.3625,4763.525000000001,3376.75,5828.55,3588.65,3434.6,3718.65,6987.337500000001,1160.25,11274.900000000001,-4002.8625,-5696.925,-4288.05,651.54375,-6047.4375,-18882.3375,-22851.84375,-23195.362500000003,-24482.25,-24846.7635,-25213.99725,-25585.764750000006,-25962.066000000003,-26341.0875,-26724.642750000003,-27112.73175,-27504.447750000003,-27899.790750000004,-28300.57425,-28704.078,2924.26875,2957.8185000000003,2989.5547500000002,3022.1977500000003,3054.8407500000003,6246.6007500000005,6324.58125,6402.561750000001,6481.449000000001,6561.243,6641.94375,6723.55125,6806.065500000001,6888.579750000001,6972.9075,7057.2352500000015,7143.376500000001,7229.517750000001,7317.4725,7404.5205000000005,-3288.7822499999997,-3349.5345000000007,-3410.28675,-3471.039,-3532.6980000000003,-3595.26375,-3658.73625,-3723.1155000000003,-3787.49475,-3852.7807500000004,-3165.4642500000004,-3220.776,-3278.8080000000004,-3335.9332500000005,-3394.8720000000008,-3453.8107500000006,-3512.7495000000004,-3573.5017500000004,-3634.2540000000004,-3695.9130000000005,-3758.47875,-3821.0445000000004,-3884.5170000000007,-3949.8030000000003,-4014.18225,-4080.375,-4146.56775,-4213.66725,-4282.58025,-4350.5865,-4419.499500000001,-4491.132750000001,-4560.9525,-4633.4925,-4705.12575,-4779.47925,-4852.926,-4928.18625,-5003.4465,-5080.5202500000005,-5157.594,-5235.574500000001,-5314.46175,-5395.1625,-5474.9565,-5557.47075,-5639.0782500000005,-5722.499250000001,-5807.73375,-5892.061500000001
TruckElec,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.70625,238.89375,241.50937499999998,253.89000000000001,258.42375,262.05075000000005,264.7710000000001,269.30475000000007,272.02500000000003,276.55875000000003,279.279,283.81275,287.43975000000006,291.06675,295.6005,-24.482250000000004,-25.389000000000003,-25.389000000000003,-26.295749999999998,-27.2025,9.0675,9.0675,9.0675,8.16075,9.0675,8.16075,9.0675,8.16075,8.16075,9.0675,8.16075,8.16075,8.16075,7.2540000000000004,8.16075,337.31100000000004,341.84475000000003,345.47175000000004,350.91225000000003,355.446,359.97975,365.42025,369.0472500000001,374.48775,379.0215,235.755,238.47525000000002,241.19550000000004,244.82250000000002,246.636,250.26300000000003,253.89000000000001,256.61025,259.33050000000003,262.9575,265.67775,269.30475000000007,272.02500000000003,275.65200000000004,279.279,281.99925,285.62625,289.25325000000004,291.97350000000006,296.50725000000006,299.2275,302.85450000000003,306.48150000000004,310.10850000000005,313.7355,317.3625,320.9895,325.52325,328.24350000000004,332.77725000000004,336.40425000000005,340.03125,344.565,348.19200000000006,351.819,356.35275,360.8865,364.5135,368.14050000000003,372.67425000000003
TruckHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTWFossil,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120470.915625,121030.603125,121600.74375,122180.84999999999,122770.48125,127711.3125,128330.325,128958.3375,129594.965625,130239.90937499999,178613.68125,299040.28125,300413.96875,301809.734375,372538.03125,-603692.515625,-757564.1875,279407.59375,-359576.796875,30032.796875,552744.890625,745703.21875,465875.28125,206651.484375,615776.90625,754075.375,492608.5,-1748039.9375,-1282088.9375,-1391594.875,1309649.5999999999,1319668.1749999998,1329754.2125,1339908.15,1350130.4249999998,412914.94999999995,415208.76249999995,417515.26249999995,419834.8,422167.1125,-1645809.9,-1661114.7874999999,-1676531.15,-1692059.5125,-1707700.575,-497190.05,-502574.44999999995,-507999.88749999995,-513466.5375,-518975.01249999995,-992397.9624999999,-1001999.075,-1011671.0624999999,-1021414.0125,-1031228.7124999999,-1556419.6375,-1570803.325,-1585291.3125,-1599884.2999999998,-1614582.8125,-1470455.1749999998,-1483999.825,-1497642.5625,-1511383.9124999999,-1525224.75,-1148647.5,-1159322.5,-1170074.9375,-1180905.4249999998,-1191814.4,-1467274.4625,-1480626.4375,-1494074.6624999999,-1507619.75,-1521262.2249999999,-2089137.1375,-2107772.3625,-2126540.675,-2145443.3,-2164480.9375,-1879174.7625,-1895844.9124999999,-1912633.9749999999,-1929542.825,-1946572.1624999999,-535341.1875,-540204.7875,-545103.3875,-550037.25,-555006.6375,-331089.14999999997,-334137.64999999997,-337208.19999999995,-340300.8,-343415.88749999995,-240118.28749999998,-242350.41249999998,-244598.55,-246863.05,-249144.0875,-136208.7125,-137516.13749999998,-138833.09999999998,-140159.775,-141496.16249999998,-93598.1375,-94523.1875,-95455.0625,-96393.7625,-97339.54999999999,-59902.587499999994,-60525.85,-61153.575,-61786.2875,-62423.462499999994
TTWElec,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698.8625,1702.5562499999999,1706.56875,1710.88125,1715.45625,-141.403125,-141.365625,-141.375,-141.421875,-141.496875,137.9625,231.171875,232.4375,233.6875,1230.890625,32889.5625,26505.84375,30954.328125,23077.890625,25745.84375,110500.3125,121643.421875,117757.1875,107626.90625,129415.59375,292107.75,271830.625,108846.9375,120103.875,93041.125,381531.4125,384685.26249999995,387861.07499999995,391059.02499999997,394279.19999999995,3058614.8249999997,3084534.3375,3110636.1125,3136921.2874999996,3163390.9124999996,5406236.85,5451987.1875,5498058.7375,5544453.774999999,5591174.3125,6066864.5625,6117907.074999999,6169307.199999999,6221067.3,6273189.5625,7587201.824999999,7650864.024999999,7714971.687499999,7779527.524999999,7844534.6,10395022.924999999,10482276.524999999,10570140.4375,10658618.774999999,10747715.299999999,13194911.1,13305537.7875,13416937.8875,13529116.212499999,13642077.924999999,11898210.0125,11996739.5625,12095954.325,12195858.587499999,12296456.899999999,13882180.899999999,13997002.424999999,14112621.862499999,14229044.462499999,14346275.212499999,16954174.65,17094585.724999998,17235972.8625,17378342.537499998,17521700.875,18362501.15,18513894.612499997,18666338.599999998,18819839.7625,18974404.662499998,6380587.2375,6426538.649999999,6472790.1875,6519343.6,6566200.725,4092252.675,4117779.6624999996,4143460.8249999997,4169296.6874999995,4195288.3,3657944.675,3679337.1125,3700853.1874999995,3722493.775,3744259.4,2786434.6125,2799894.3,2813420.4875,2827013.6125,2840674.025,1946161.3499999999,1952008.9749999999,1957868.5875,1963740.0125,1969623.2499999998,1202977.5625,1202111.9249999998,1201209.8875,1200271.1875,1199295.5625
TTWHydrogen,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6775.825,6833.3125,6891.325,6949.599999999999,7008.487499999999,24495.8,24703.7875,24913.262499999997,25124.137499999997,25336.5,85805.2125,86534.61249999999,87269.2625,88008.98749999999,88753.9625,162280.65,163658.425,165045.82499999998,166442.84999999998,167849.84999999998,286944.7875,289379.7375,291831.925,294301.175,296787.925,458649.8,462539.69999999995,466456.89999999997,470401.57499999995,474373.9875,635467.7875,640847.5499999999,646265.1124999999,651720.6499999999,657214.3374999999,806713.25,813525.2999999999,820385.125,827292.8999999999,834249.1499999999,1130932.3375,1140488.2999999998,1150111.2874999999,1159801.5625,1169559.9124999999,1447096.1749999998,1459308.375,1471605.8875,1483989.6749999998,1496460.0,1728890.275,1743442.1375,1758095.7625,1772851.8499999999,1787711.0999999999,1080571.8875,1089366.075,1098220.8125,1107136.7125,1116114.0374999999,1000445.6874999999,1008461.6499999999,1016532.5624999999,1024658.8624999999,1032840.8124999999,1066504.3375,1075020.275,1083594.575,1092227.4124999999,1100919.4,1123706.7625,1132640.5125,1141635.25,1150691.4124999999,1159809.3499999999,1259740.0374999999,1269776.9874999998,1279882.625,1290057.125,1300301.1875,1439045.4749999999,1450555.75,1462144.8624999998,1473813.25,1485561.6124999998
PLDVFossil,World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330463.95,339015.20625,347768.83125,356728.25625,365896.875,383525.2875,393374.02499999997,403450.06875,413757.43124999997,424300.2375,531562.63125,909280.28125,933171.59375,957621.53125,704085.9375,632893.09375,1319052.65625,1654543.4375,1838882.53125,1783942.1875,1224587.28125,1108983.09375,1687622.34375,248775.1875,2278242.03125,7580855.5,1110503.5,13280668.625,-1505734.25,-1429005.5,7444853.85,7618143.574999999,7795031.475,7975587.55,8159883.374999999,4608085.649999999,4683181.824999999,4759499.85,4837059.5,4915880.725,-3451856.0999999996,-3634504.8249999997,-3822019.425,-4014507.525,-4212078.675,777445.0249999999,731666.075,684266.1,635206.075,584445.225,-1650970.2999999998,-1773488.325,-1899432.4999999998,-2028880.525,-2161910.625,-4912675.774999999,-5134821.475,-5362710.85,-5596469.199999999,-5836224.274999999,-2750801.375,-2898816.55,-3050786.1999999997,-3206798.3499999996,-3366941.55,-3570244.125,-3740141.9999999995,-3914478.4,-4093350.4499999997,-4276857.55,-5973616.25,-6213850.649999999,-6460134.8,-6712599.6,-6971377.699999999,-10570895.649999999,-10946930.75,-11332137.6,-11726711.325,-12130850.2,-10636786.649999999,-11001030.424999999,-11374061.299999999,-11756065.125,-12147231.075,-2840415.375,-2947065.0999999996,-3056354.6999999997,-3168340.3499999996,-3283079.9749999996,-1747866.4,-1816630.375,-1887116.525,-1959362.4749999999,-2033405.325,-1307030.375,-1359708.1749999998,-1413713.3499999999,-1469074.075,-1525820.45,-658991.8999999999,-689685.6749999999,-721177.7999999999,-753485.95,-786627.7999999999,-393425.19999999995,-414936.19999999995,-437023.82499999995,-459700.32499999995,-482978.82499999995,-153478.15,-166954.9,-180815.25,-195067.94999999998,-209722.44999999998
