Approach,Calcul,Region,TU,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
EnergyStart,Feedback,LatinAmerica,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,26.0,45.0,66.0,86.0,106.0,371.0,640.0,914.0,1192.0,1475.0,3948.0,6461.0,9017.0,11613.0,14253.0,21268.0,28398.0,35645.0,43009.0,50492.0,60524.0,70718.0,81077.0,91602.0,102295.0,114903.0,127712.0,140726.0,153945.0,167374.0,185101.0,203110.0,221404.0,239987.0,258861.0,294410.0,330529.0,367224.0,404503.0,442373.0,484943.0,528186.0,572111.0,616726.0,662038.0,694419.0,727291.0,760658.0,794526.0,828903.0,857581.0,886677.0,916195.0,946140.0,976518.0,1001237.0,1026299.0,1051706.0,1077463.0,1103574.0,1122817.0,1142303.0,1162035.0,1182014.0,1202245.0,1215071.0,1228028.0,1241116.0,1254336.0,1267691.0,1277278.0,1286938.0,1296670.0,1306475.0,1316354.0,1323980.0,1331642.0,1339340.0,1347075.0,1354846.0,1360299.0,1365750.0,1371198.0,1376643.0,1382084.0,1386372.0,1390636.0,1394876.0,1399091.0,1403281.0
EnergyStart,Feedback,MiddleEast,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,469.0,709.0,953.0,1201.0,3167.0,5165.0,7196.0,9260.0,11358.0,15878.0,20471.0,25140.0,29884.0,34704.0,41182.0,47765.0,54453.0,61248.0,68152.0,76030.0,84033.0,92164.0,100422.0,108811.0,119742.0,130845.0,142124.0,153581.0,165216.0,180983.0,196999.0,213268.0,229791.0,246574.0,257241.0,268068.0,279056.0,290207.0,301523.0,313941.0,326542.0,339331.0,352308.0,365477.0,379844.0,394422.0,409216.0,424228.0,439459.0,451688.0,464088.0,476663.0,489414.0,502343.0,512333.0,522453.0,532706.0,543092.0,553614.0,562177.0,570844.0,579616.0,588494.0,597479.0,605440.0,613491.0,621634.0,629870.0,638200.0,645326.0,652527.0,659802.0,667154.0,674582.0,679430.0,684312.0,689229.0,694181.0,699167.0,703367.0,707589.0,711833.0,716099.0,720386.0
EnergyStart,Feedback,NorthAmerica,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,164.0,247.0,332.0,417.0,416.0,416.0,415.0,414.0,413.0,421.0,428.0,436.0,444.0,461.0,501.0,529.0,556.0,582.0,606.0,617.0,628.0,640.0,652.0,658.0,888.0,1136.0,1396.0,1641.0,1887.0,2599.0,3322.0,4058.0,4805.0,5564.0,12275.0,19097.0,26030.0,33077.0,40238.0,61663.0,83440.0,105572.0,128064.0,150920.0,177326.0,204159.0,231423.0,259123.0,287265.0,322347.0,357990.0,394199.0,430982.0,468346.0,522030.0,576569.0,631973.0,688254.0,745421.0,844562.0,945290.0,1047625.0,1151586.0,1257193.0,1285060.0,1313301.0,1341920.0,1370924.0,1400315.0,1419326.0,1438557.0,1458008.0,1477683.0,1497583.0,1518327.0,1539313.0,1560541.0,1582016.0,1603739.0,1623702.0,1643886.0,1664293.0,1684925.0,1705785.0,1718507.0,1731324.0,1744235.0,1757242.0,1770345.0,1782308.0,1794349.0,1806467.0,1818663.0,1830938.0,1842146.0,1853416.0,1864746.0,1876136.0,1887588.0,1897098.0,1906636.0,1916203.0,1925798.0,1935421.0,1941880.0,1948315.0,1954723.0,1961105.0,1967459.0,1969705.0,1971854.0,1973904.0,1975854.0,1977701.0
EnergyStart,Feedback,OCDEPacific,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,828.0,1253.0,1684.0,2123.0,4388.0,6690.0,9029.0,11407.0,13824.0,18704.0,23664.0,28704.0,33826.0,39030.0,44661.0,50382.0,56195.0,62100.0,68098.0,76101.0,84231.0,92491.0,100881.0,109403.0,120887.0,132554.0,144405.0,156443.0,168670.0,180329.0,192170.0,204193.0,216403.0,228800.0,232613.0,236474.0,240382.0,244339.0,248345.0,250234.0,252137.0,254055.0,255987.0,257934.0,259143.0,260354.0,261567.0,262782.0,264000.0,264800.0,265595.0,266385.0,267170.0,267950.0,268476.0,268992.0,269499.0,269995.0,270482.0,270938.0,271383.0,271817.0,272240.0,272652.0,273154.0,273646.0,274128.0,274599.0,275059.0,275568.0,276067.0,276555.0,277032.0,277499.0,277999.0,278489.0,278968.0,279436.0,279893.0,280332.0,280760.0,281175.0,281578.0,281968.0
EnergyStart,Feedback,RestOfAsia,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,90.0,121.0,152.0,148.0,145.0,141.0,138.0,134.0,134.0,133.0,133.0,133.0,135.0,139.0,140.0,140.0,141.0,140.0,136.0,133.0,129.0,125.0,121.0,133.0,148.0,164.0,178.0,191.0,340.0,491.0,645.0,801.0,959.0,2315.0,3693.0,5094.0,6518.0,7964.0,11226.0,14542.0,17911.0,21335.0,24814.0,29511.0,34284.0,39133.0,44060.0,49066.0,55180.0,61391.0,67702.0,74112.0,80624.0,88327.0,96153.0,104101.0,112174.0,120374.0,131508.0,142818.0,154306.0,165974.0,177824.0,187537.0,197398.0,207409.0,217572.0,227889.0,238482.0,249235.0,260149.0,271226.0,282469.0,295113.0,307946.0,320972.0,334191.0,347608.0,355313.0,363122.0,371036.0,379056.0,387183.0,392120.0,397113.0,402162.0,407266.0,412428.0,417664.0,422959.0,428312.0,433725.0,439199.0,445525.0,451926.0,458402.0,464954.0,471583.0,475182.0,478809.0,482463.0,486145.0,489855.0,492498.0,495151.0,497814.0,500488.0,503171.0,505630.0,508096.0,510568.0,513046.0,515530.0
EnergyStart,Feedback,World,BusElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,272.0,411.0,551.0,693.0,685.0,677.0,669.0,660.0,652.0,667.0,682.0,697.0,713.0,744.0,2654.0,4596.0,6577.0,8588.0,10571.0,17737.0,24967.0,32273.0,39600.0,46595.0,51738.0,57777.0,64117.0,69613.0,75137.0,80775.0,86501.0,92317.0,98222.0,104219.0,148289.0,193079.0,238599.0,284858.0,331864.0,411893.0,493221.0,575864.0,659838.0,745160.0,838212.0,932750.0,1028792.0,1126357.0,1225464.0,1345239.0,1466909.0,1590497.0,1716027.0,1843522.0,2011397.0,2181919.0,2355121.0,2531036.0,2709696.0,3010793.0,3316679.0,3627413.0,3943054.0,4263663.0,4492872.0,4725577.0,4961821.0,5201645.0,5445094.0,5719238.0,5997541.0,6280052.0,6566822.0,6857902.0,7199575.0,7546426.0,7898517.0,8255911.0,8618673.0,9000052.0,9387146.0,9780023.0,10178752.0,10583403.0,10747899.0,10914392.0,11082903.0,11253456.0,11426071.0,11551142.0,11677500.0,11805159.0,11934132.0,12064431.0,12184760.0,12306255.0,12428927.0,12552787.0,12677847.0,12784069.0,12891181.0,12999192.0,13108109.0,13217940.0,13309743.0,13402161.0,13495199.0,13588861.0,13683151.0,13761640.0,13840493.0,13919710.0,13999293.0,14079242.0
EnergyStart,Feedback,France,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EnergyStart,Feedback,Africa,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,166.0,252.0,339.0,427.0,927.0,1435.0,1952.0,2478.0,3011.0,3793.0,4587.0,5394.0,6214.0,7047.0,9679.0,12353.0,15072.0,17834.0,20640.0,34523.0,48634.0,62976.0,77551.0,92363.0,117671.0,143391.0,169528.0,196087.0,223073.0,257721.0,292925.0,328694.0,365034.0,401951.0,447539.0,493853.0,540901.0,588693.0,637238.0,682606.0,728679.0,775468.0,822980.0,871224.0,916735.0,962938.0,1009842.0,1057455.0,1105787.0,1149714.0,1194292.0,1239527.0,1285430.0,1332006.0,1371258.0,1411067.0,1451441.0,1492386.0,1533909.0,1574060.0,1614769.0,1656044.0,1697891.0,1740317.0,1781351.0,1822944.0,1865103.0,1907835.0,1951146.0
EnergyStart,Feedback,ASEAN,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,144.0,218.0,293.0,370.0,539.0,712.0,887.0,1065.0,1245.0,1556.0,1871.0,2192.0,2518.0,2848.0,4244.0,5662.0,7103.0,8567.0,10055.0,12690.0,15368.0,18089.0,20854.0,23664.0,27863.0,32130.0,36466.0,40871.0,45346.0,59456.0,73796.0,88368.0,103176.0,118223.0,148816.0,179907.0,211501.0,243605.0,276225.0,307322.0,338914.0,371007.0,403608.0,436722.0,471836.0,507502.0,543724.0,580510.0,617867.0,649446.0,681505.0,714049.0,747084.0,780617.0,805782.0,831310.0,857205.0,883471.0,910113.0,932094.0,954377.0,976964.0,999859.0,1023066.0,1043667.0,1064539.0,1085685.0,1107108.0,1128811.0,1150757.0,1172988.0,1195509.0,1218321.0,1241430.0,1265766.0,1290421.0,1315397.0,1340697.0,1366326.0
EnergyStart,Feedback,China,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,153.0,231.0,311.0,392.0,1352.0,2328.0,3320.0,4328.0,5353.0,11204.0,17151.0,23196.0,29339.0,35583.0,43991.0,52536.0,61219.0,70042.0,79006.0,86485.0,94082.0,101798.0,109636.0,117596.0,124837.0,132189.0,139655.0,147235.0,154931.0,165509.0,176251.0,187160.0,198237.0,209483.0,225524.0,241815.0,258360.0,275162.0,292223.0,319512.0,347232.0,375388.0,403986.0,433030.0,472136.0,511859.0,552206.0,593184.0,634803.0,687756.0,741542.0,796169.0,851649.0,907991.0,917341.0,926784.0,936321.0,945952.0,955678.0,960768.0,965878.0,971006.0,976153.0,981319.0,993014.0,1004835.0,1016784.0,1028862.0,1041070.0,1058873.0,1076900.0,1095153.0,1113633.0,1132345.0,1156110.0,1180191.0,1204591.0,1229314.0,1254363.0,1283604.0,1313242.0,1343283.0,1373731.0,1404590.0
EnergyStart,Feedback,Europe\France,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,1907.0,2884.0,3877.0,4887.0,5913.0,6955.0,8014.0,9090.0,10184.0,11295.0,12423.0,13570.0,14734.0,15917.0,17865.0,19844.0,21855.0,23898.0,25972.0,33728.0,41611.0,49621.0,57761.0,66032.0,74435.0,82973.0,91647.0,100458.0,109409.0,118501.0,127735.0,137114.0,146639.0,156313.0,166067.0,175972.0,186029.0,196241.0,206608.0,217133.0,227819.0,238665.0,249676.0,260852.0,272972.0,285274.0,297761.0,310435.0,323298.0,336352.0,349600.0,363044.0,376686.0,390529.0,404575.0,418826.0,433286.0,447956.0,462838.0,477936.0,493252.0,508789.0,524549.0,540534.0,556748.0,573193.0,589872.0,606787.0,623942.0,641339.0,658981.0,676870.0,695011.0,713405.0,732056.0,750966.0,770139.0,789578.0,809285.0,829265.0,849519.0,870052.0,890866.0,911965.0
EnergyStart,Feedback,India,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,173.0,262.0,352.0,443.0,1263.0,2096.0,2943.0,3803.0,4678.0,9657.0,14719.0,19864.0,25093.0,30407.0,39348.0,48436.0,57671.0,67055.0,76591.0,91382.0,106412.0,121685.0,137202.0,152968.0,176060.0,199524.0,223363.0,247582.0,272187.0,315027.0,358557.0,402784.0,447718.0,493366.0,548879.0,605275.0,662566.0,720762.0,779875.0,797476.0,815316.0,833396.0,851719.0,870288.0,892098.0,914209.0,936625.0,959349.0,982385.0,1009033.0,1036055.0,1063455.0,1091237.0,1119405.0,1147662.0,1176309.0,1205352.0,1234794.0,1264641.0,1292307.0,1320344.0,1348755.0,1377547.0,1406723.0,1434776.0,1463197.0,1491990.0,1521160.0,1550709.0
EnergyStart,Feedback,LatinAmerica,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,730.0,1105.0,1485.0,1872.0,4743.0,7662.0,10628.0,13643.0,16707.0,25524.0,34486.0,43594.0,52849.0,62255.0,77316.0,92621.0,108174.0,123977.0,140034.0,160805.0,181910.0,203352.0,225136.0,247266.0,264928.0,282865.0,301080.0,319577.0,338359.0,352408.0,366666.0,381135.0,395818.0,410718.0,421249.0,431926.0,442751.0,453725.0,464850.0,472730.0,480709.0,488788.0,496967.0,505248.0,511861.0,518549.0,525312.0,532152.0,539069.0,546107.0,553225.0,560423.0,567702.0,575064.0,583358.0,591751.0,600242.0,608833.0,617526.0,626856.0,636299.0,645855.0,655525.0,665311.0,676086.0,686994.0,698036.0,709214.0,720529.0
EnergyStart,Feedback,MiddleEast,BusHydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,145.0,220.0,296.0,373.0,534.0,697.0,864.0,1033.0,1204.0,1483.0,1765.0,2053.0,2345.0,2642.0,3502.0,4377.0,5266.0,6170.0,7088.0,7944.0,8813.0,9696.0,10593.0,11504.0,13042.0,14604.0,16192.0,17804.0,19442.0,26047.0,32760.0,39582.0,46514.0,53558.0,67615.0,81902.0,96419.0,111171.0,126161.0,142118.0,158331.0,174802.0,191535.0,208532.0,225829.0,243397.0,261240.0,279362.0,297765.0,313342.0,329155.0,345209.0,361505.0,378047.0,392320.0,406803.0,421499.0,436410.0,451539.0,466390.0,481457.0,496740.0,512243.0,527969.0,541998.0,556222.0,570645.0,585268.0,600094.0,612962.0,626001.0,639214.0,652603.0,666169.0,680190.0,694398.0,708794.0,723381.0,738161.0
