Approach,Calcul,Region,TU,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
EnergyStart,Feedback,China,PLDVFossil,259911.0,268035.0,276362.0,284900.0,293656.0,302639.0,311858.0,321323.0,331045.0,341036.0,351309.0,361879.0,372759.0,383967.0,395520.0,407437.0,419737.0,432442.0,445575.0,459159.0,473220.0,487785.0,502882.0,518542.0,534795.0,551676.0,569218.0,587460.0,606439.0,626196.0,646772.0,668213.0,690565.0,713876.0,738197.0,763581.0,790084.0,817763.0,846680.0,876896.0,908479.0,941497.0,976023.0,1012132.0,1049902.0,1089416.0,1130760.0,1174023.0,1219300.0,1266687.0,1316288.0,1368210.0,1422564.0,1479467.0,1539042.0,1601416.0,1666723.0,1735102.0,1806700.0,1881669.0,1960168.0,2042366.0,2128437.0,2218563.0,2312936.0,2411756.0,2515232.0,2623583.0,2737038.0,2855836.0,2980229.0,3110479.0,3246860.0,3389660.0,3539179.0,3695732.0,3859649.0,4031274.0,4210967.0,4399106.0,4596086.0,4934052.0,5281274.0,5638006.0,6004506.0,6381035.0,6792834.0,7215940.0,7650645.0,8097250.0,8556056.0,10032292.0,11551913.0,13116091.0,14726018.0,16382905.0,19229479.0,22160743.0,25178923.0,28286287.0,31136832.0,34991115.0,39850408.0,45379471.0,51415135.0,57568361.0,64693120.0,71679380.0,80009786.0,85178966.0,95185817.0,109227233.0,119040236.0,138134801.0,145939381.0,153322669.0,164117685.0,175212674.0,186614374.0,198329663.0,210365557.0,217983345.0,225787861.0,233783081.0,241973060.0,250361931.0,256131913.0,262021097.0,268031800.0,274166380.0,280427242.0,289837683.0,299473773.0,309340266.0,319442010.0,329783949.0,335499303.0,341312753.0,347225968.0,353240647.0,359358517.0,362289937.0,365225212.0,368163744.0,371104919.0,374048103.0,376033241.0,377989067.0,379914180.0,381807141.0,383666476.0,378037866.0,372139611.0,365964656.0,359505794.0,352755658.0,338424628.0,323559490.0,308147049.0,292173828.0,275626065.0,253913323.0,231454580.0,208231822.0,184226654.0,159420291.0,133754502.0,107247536.0,79879367.0,51629552.0,22477217.0,19761005.0,16954401.0,14055245.0,11061327.0,7970396.0,7637610.0,7292475.0,6934686.0,6563933.0,6179897.0,5996341.0,5805539.0,5607307.0,5401462.0,5187813.0,5007965.0,4821229.0,4627433.0,4426402.0,4217957.0,4053421.0,3882712.0,3705677.0,3522159.0,3332001.0,3212266.0,3087975.0,2959014.0,2825268.0,2686619.0
EnergyStart,Feedback,Europe\France,PLDVFossil,4465189.0,4604749.0,4747807.0,4894484.0,5044912.0,5199236.0,5357613.0,5520219.0,5687241.0,5858887.0,6035378.0,6216956.0,6403880.0,6596431.0,6794908.0,6999632.0,7210946.0,7429215.0,7654829.0,7888199.0,8129764.0,8379984.0,8639349.0,8908375.0,9187603.0,9477606.0,9778985.0,10092368.0,10418420.0,10757832.0,11111333.0,11479683.0,11863680.0,12264157.0,12681985.0,13118077.0,13573385.0,14048904.0,14545675.0,15064785.0,15607368.0,16174612.0,16767755.0,17388092.0,18036973.0,18715813.0,19426086.0,20169333.0,20947167.0,21761269.0,22613399.0,23505395.0,24439178.0,25416757.0,26440231.0,27511795.0,28633743.0,29808475.0,31038500.0,32326443.0,33675045.0,35087179.0,36565846.0,38114185.0,39735483.0,41433174.0,43210854.0,45072284.0,47021399.0,49062317.0,51199346.0,53436993.0,55779976.0,58233231.0,60801923.0,63491458.0,66307493.0,69255947.0,72343018.0,75575187.0,78959243.0,80496356.0,82068476.0,83676172.0,85320025.0,87000628.0,91785571.0,96699928.0,101746992.0,106930106.0,112252669.0,114861981.0,117530846.0,120260405.0,123051821.0,125906282.0,129908641.0,134009950.0,138212375.0,142518125.0,145304022.0,146895864.0,152390731.0,159671570.0,167838655.0,175557373.0,177324278.0,178390997.0,182312344.0,178954468.0,185485484.0,188743766.0,184398807.0,193529035.0,186295472.0,179445181.0,177679016.0,175813815.0,173846916.0,171775593.0,169597065.0,167308485.0,164906946.0,162389477.0,159753040.0,156994531.0,154110779.0,151098543.0,147954511.0,144675299.0,141257451.0,136372759.0,131300884.0,126037167.0,120576850.0,114915075.0,110417770.0,105751824.0,100913064.0,95897227.0,90699962.0,85316822.0,79743267.0,73974659.0,68006264.0,61833245.0,55450664.0,48853479.0,42036541.0,34994593.0,27722266.0,26993502.0,26235188.0,25446578.0,24626910.0,23775407.0,22891273.0,21973696.0,21021847.0,20034879.0,19011926.0,18985456.0,18953514.0,18915937.0,18872555.0,18823198.0,18767688.0,18705845.0,18637486.0,18562420.0,18480456.0,18391396.0,18295039.0,18191177.0,18079601.0,17960094.0,17832435.0,17696399.0,17551755.0,17398268.0,17235697.0,17063794.0,16882308.0,16690982.0,16489551.0,16277748.0,16055297.0,15821917.0,15577320.0,15321214.0,15053297.0,14773264.0,14480801.0,14175588.0,13857298.0,13525597.0,13180143.0,12820588.0,12446574.0,12057739.0,11653710.0
EnergyStart,Feedback,India,PLDVFossil,149534.0,154208.0,158998.0,163911.0,168948.0,174116.0,179420.0,184866.0,190459.0,196207.0,202118.0,208199.0,214458.0,220907.0,227553.0,234409.0,241486.0,248796.0,256351.0,264166.0,272256.0,280636.0,289322.0,298331.0,307682.0,317394.0,327487.0,337981.0,348901.0,360267.0,372105.0,384441.0,397301.0,410712.0,424705.0,439309.0,454557.0,470481.0,487117.0,504502.0,522672.0,541669.0,561532.0,582307.0,604037.0,626770.0,650557.0,675447.0,701496.0,728759.0,757296.0,787168.0,818439.0,851177.0,885452.0,921338.0,958910.0,998251.0,1039443.0,1082574.0,1127738.0,1175028.0,1224547.0,1276399.0,1330694.0,1387548.0,1447080.0,1509418.0,1574691.0,1643039.0,1714606.0,1789542.0,1868006.0,1950162.0,2036185.0,2126254.0,2220560.0,2319300.0,2422682.0,2530924.0,2644252.0,2782714.0,2924875.0,3070833.0,3220683.0,3374526.0,3819187.0,4276591.0,4747090.0,5231042.0,5728810.0,6413583.0,7118170.0,7843098.0,8588903.0,9356130.0,10371201.0,11415784.0,12490641.0,13596547.0,14571289.0,14775574.0,15373404.0,16153982.0,17027459.0,17858689.0,19606369.0,21304646.0,23391064.0,24551528.0,27100012.0,30084620.0,31892125.0,36148330.0,37427111.0,38636560.0,41873387.0,45201952.0,48624330.0,52142641.0,55759049.0,60091458.0,64545668.0,69124426.0,73830537.0,78666864.0,81109041.0,83608339.0,86165947.0,88783077.0,91460964.0,96550895.0,101777582.0,107144059.0,112653416.0,118308810.0,124339286.0,130529361.0,136882549.0,143402438.0,150092686.0,156848035.0,163777877.0,170886016.0,178176332.0,185652783.0,194347162.0,203267957.0,212420121.0,221808707.0,231438869.0,235580939.0,239795949.0,244085167.0,248449882.0,252891408.0,247528045.0,241935269.0,236107219.0,230037908.0,223721218.0,202643971.0,180853265.0,158331948.0,135062504.0,111027051.0,93692267.0,75788527.0,57302284.0,38219701.0,18526655.0,18086652.0,17628370.0,17151347.0,16655106.0,16139166.0,16953111.0,17788556.0,18645974.0,19525847.0,20428668.0,20933934.0,21450003.0,21977090.0,22515413.0,23065195.0,23288188.0,23512517.0,23738169.0,23965133.0,24193392.0,24441583.0,24691623.0,24943509.0,25197237.0,25452803.0,25747143.0,26044465.0,26344792.0,26648145.0,26954546.0
EnergyStart,Feedback,LatinAmerica,PLDVFossil,1703730.0,1756980.0,1811565.0,1867531.0,1924928.0,1983811.0,2044242.0,2106285.0,2170014.0,2235507.0,2302848.0,2372131.0,2443453.0,2516923.0,2592653.0,2670767.0,2751396.0,2834678.0,2920763.0,3009808.0,3101978.0,3197452.0,3296415.0,3399064.0,3505606.0,3616259.0,3731252.0,3850826.0,3975234.0,4104740.0,4239621.0,4380168.0,4526685.0,4679490.0,4838916.0,5005310.0,5179037.0,5360475.0,5550022.0,5748093.0,5955120.0,6171557.0,6397875.0,6634570.0,6882156.0,7141173.0,7412183.0,7695775.0,7992564.0,8303192.0,8628329.0,8968677.0,9324970.0,9697973.0,10088488.0,10497352.0,10925441.0,11373670.0,11842996.0,12334421.0,12848991.0,13387803.0,13952000.0,14542782.0,15161401.0,15809169.0,16487458.0,17197702.0,17941403.0,18720132.0,19535533.0,20389325.0,21283310.0,22219369.0,23199475.0,24225689.0,25300171.0,26425178.0,27603075.0,28836336.0,30127550.0,31005194.0,31904653.0,32826404.0,33770928.0,34738719.0,36137430.0,37572554.0,39044962.0,40555540.0,42105188.0,44323636.0,46602123.0,48942130.0,51345165.0,53812760.0,55682148.0,57598730.0,59563565.0,61577731.0,62938276.0,64933088.0,68681148.0,73309456.0,78439306.0,83454323.0,89220354.0,94722106.0,101887968.0,105010820.0,114034892.0,120593346.0,122357097.0,133276788.0,133070911.0,132873083.0,137186963.0,141603227.0,146124024.0,150751540.0,155488008.0,160423488.0,165475259.0,170645750.0,175937438.0,181352848.0,181543543.0,181695902.0,181808681.0,181880605.0,181910371.0,184613068.0,187355811.0,190139192.0,192963812.0,195830280.0,197169172.0,198502082.0,199828497.0,201147886.0,202459707.0,200634381.0,198702550.0,196661329.0,194507772.0,192238866.0,188642079.0,184885911.0,180966261.0,176878934.0,172619647.0,164038072.0,155146099.0,145936122.0,136400372.0,126530916.0,121924950.0,117144108.0,112184050.0,107040343.0,101708456.0,96735149.0,91581548.0,86243232.0,80715686.0,74994300.0,70964632.0,66790691.0,62468950.0,57995811.0,53367595.0,50423424.0,47374191.0,44217331.0,40950226.0,37570200.0,36604866.0,35600181.0,34555152.0,33468764.0,32339977.0,31859065.0,31355221.0,30827847.0,30276330.0,29700044.0,29492451.0,29271115.0,29035656.0,28785688.0,28520815.0,28597448.0,28669509.0,28736837.0,28799268.0,28856631.0,29004191.0,29149316.0,29291892.0,29431805.0,29568937.0
EnergyStart,Feedback,MiddleEast,PLDVFossil,426706.0,440043.0,453714.0,467731.0,482106.0,496854.0,511989.0,527528.0,543489.0,559892.0,576758.0,594110.0,611973.0,630374.0,649341.0,668905.0,689099.0,709957.0,731517.0,753819.0,776903.0,800815.0,825601.0,851310.0,877994.0,905707.0,934508.0,964455.0,995614.0,1028049.0,1061831.0,1097031.0,1133727.0,1171998.0,1211927.0,1253601.0,1297111.0,1342553.0,1390026.0,1439634.0,1491485.0,1545692.0,1602375.0,1661656.0,1723665.0,1788536.0,1856412.0,1927439.0,2001771.0,2079569.0,2161001.0,2246243.0,2335478.0,2428898.0,2526704.0,2629106.0,2736322.0,2848583.0,2966128.0,3089207.0,3218083.0,3353031.0,3494337.0,3642300.0,3797236.0,3959472.0,4129352.0,4307236.0,4493499.0,4688535.0,4892756.0,5106591.0,5330494.0,5564934.0,5810405.0,6067425.0,6336533.0,6618296.0,6913305.0,7222180.0,7545570.0,8435637.0,9350640.0,10291294.0,11258320.0,12252453.0,12790209.0,13342132.0,13908569.0,14489870.0,15086393.0,16059298.0,17059130.0,18086570.0,19142312.0,20227061.0,21401231.0,22607699.0,23847257.0,25120713.0,26136514.0,28916830.0,32518920.0,36646041.0,41157393.0,45739757.0,49553470.0,53231432.0,57862202.0,60199776.0,65930930.0,70699219.0,72669594.0,80120417.0,80910497.0,81656447.0,84518862.0,87450802.0,90453743.0,93529187.0,96678667.0,99836518.0,103069460.0,106379069.0,109766952.0,113234747.0,112913120.0,112553781.0,112155630.0,111717544.0,111238370.0,110666115.0,110048803.0,109385165.0,108673904.0,107913694.0,106579030.0,105176289.0,103703671.0,102159333.0,100541394.0,97886404.0,95123868.0,92251074.0,89265251.0,86163567.0,85152666.0,84089121.0,82971534.0,81798476.0,80568485.0,79286578.0,77944923.0,76541966.0,75076118.0,73545756.0,71644158.0,69665157.0,67606800.0,65467088.0,63243982.0,60590169.0,57837958.0,54984921.0,52028580.0,48966401.0,47258080.0,45484402.0,43643741.0,41734436.0,39754792.0,38563608.0,37325480.0,36039233.0,34703665.0,33317547.0,32434445.0,31515601.0,30560115.0,29567065.0,28535511.0,27541435.0,26509318.0,25438212.0,24327152.0,23175149.0,22603393.0,22008104.0,21388688.0,20744535.0,20075023.0,19856357.0,19625953.0,19383497.0,19128669.0,18861141.0,18867973.0,18870410.0,18868316.0,18861546.0,18849957.0
EnergyStart,Feedback,NorthAmerica,PLDVFossil,11092960.0,11439671.0,11795075.0,12159468.0,12533179.0,12916568.0,13310029.0,13713993.0,14128931.0,14555353.0,14993813.0,15444911.0,15909291.0,16387649.0,16880729.0,17389329.0,17914301.0,18456553.0,19017049.0,19596816.0,20196939.0,20818566.0,21462913.0,22131258.0,22824952.0,23545412.0,24294132.0,25072678.0,25882694.0,26725903.0,27604112.0,28519213.0,29473184.0,30468096.0,31506116.0,32589508.0,33720638.0,34901980.0,36136119.0,37425754.0,38773706.0,40182922.0,41656479.0,43197593.0,44809624.0,46496078.0,48260624.0,50107089.0,52039476.0,54061967.0,56178931.0,58394935.0,60714752.0,63143371.0,65686009.0,68348116.0,71135396.0,74053807.0,77109584.0,80309245.0,83659607.0,87167800.0,90841282.0,94687854.0,98715676.0,102933285.0,107349612.0,111974001.0,116816229.0,121886523.0,127195587.0,132754620.0,138575340.0,144670011.0,151051466.0,157733133.0,164729066.0,172053972.0,179723245.0,187752991.0,196160070.0,199686413.0,203291234.0,206975684.0,210740944.0,214588222.0,220735914.0,227034231.0,233486392.0,240095673.0,246865413.0,254288958.0,261894719.0,269686638.0,277668729.0,285845079.0,296698531.0,307831185.0,319249440.0,330959811.0,339174796.0,345196191.0,360438868.0,380038829.0,401915344.0,422885470.0,430500186.0,436475031.0,449535536.0,444664449.0,464432280.0,478735825.0,473839529.0,503859095.0,491468742.0,479731035.0,485603984.0,491543329.0,497549711.0,503623775.0,509766169.0,507780433.0,505608117.0,503243874.0,500682236.0,497917609.0,479581028.0,460549680.0,440806328.0,420333364.0,399112806.0,387932079.0,376304390.0,364218500.0,351662925.0,338625938.0,322942949.0,306687043.0,289844145.0,272399876.0,254339554.0,231928476.0,208754768.0,184800067.0,160045621.0,134472284.0,115070441.0,95029306.0,74333637.0,52967868.0,30916111.0,28387553.0,25772408.0,23068587.0,20273958.0,17386342.0,17822882.0,18268820.0,18724344.0,19189644.0,19664915.0,19511159.0,19347794.0,19174558.0,18991180.0,18797388.0,18571412.0,18333781.0,18084186.0,17822312.0,17547836.0,17775117.0,18005216.0,18238166.0,18474000.0,18712750.0,18906866.0,19102478.0,19299587.0,19498192.0,19698290.0,19754946.0,19808561.0,19859027.0,19906232.0,19950062.0,19942513.0,19929856.0,19911931.0,19888579.0,19859633.0,19788194.0,19709672.0,19623862.0,19530556.0,19429540.0,19312122.0,19186289.0,19051805.0,18908432.0,18755923.0
EnergyStart,Feedback,OCDEPacific,PLDVFossil,1564929.0,1613841.0,1663980.0,1715386.0,1768107.0,1822193.0,1877700.0,1934689.0,1993226.0,2053383.0,2115239.0,2178877.0,2244389.0,2311873.0,2381434.0,2453184.0,2527244.0,2603742.0,2682813.0,2764603.0,2849265.0,2936961.0,3027861.0,3122147.0,3220010.0,3321648.0,3427273.0,3537106.0,3651378.0,3770333.0,3894226.0,4023322.0,4157903.0,4298259.0,4444697.0,4597536.0,4757109.0,4923766.0,5097871.0,5279805.0,5469966.0,5668770.0,5876651.0,6094062.0,6321478.0,6559393.0,6808324.0,7068813.0,7341423.0,7626744.0,7925393.0,8238013.0,8565279.0,8907895.0,9266595.0,9642149.0,10035362.0,10447075.0,10878166.0,11329555.0,11802204.0,12297120.0,12815353.0,13358004.0,13926226.0,14521221.0,15144251.0,15796632.0,16479745.0,17195032.0,17944004.0,18728239.0,19549392.0,20409193.0,21309451.0,22252061.0,23239006.0,24272360.0,25354296.0,26487085.0,27673107.0,28567332.0,29484156.0,30424091.0,31387662.0,32375400.0,34367979.0,36415036.0,38517981.0,40678243.0,42897276.0,46067752.0,49327078.0,52677539.0,56121455.0,59661187.0,62127089.0,64657460.0,67253803.0,69917647.0,71846847.0,72380890.0,74832671.0,78146865.0,81876459.0,85368965.0,86977879.0,88256747.0,90970485.0,90055845.0,94132600.0,96780935.0,95544406.0,101336762.0,98591979.0,95992004.0,97441114.0,98912074.0,100405211.0,101920859.0,103459359.0,102893722.0,102285135.0,101632394.0,100934266.0,100189492.0,96094265.0,91846560.0,87442614.0,82878578.0,78150526.0,75380687.0,72505181.0,69521384.0,66426613.0,63218126.0,59366426.0,55378891.0,51252216.0,46983027.0,42567877.0,37564884.0,32395114.0,27054577.0,21539197.0,15844814.0,14563762.0,13238798.0,11868863.0,10452873.0,8989725.0,8583177.0,8161727.0,7725006.0,7272642.0,6804251.0,6812451.0,6819247.0,6824591.0,6828436.0,6830734.0,6884000.0,6937262.0,6990507.0,7043722.0,7096893.0,7146900.0,7196736.0,7246385.0,7295827.0,7345045.0,7353467.0,7360358.0,7365668.0,7369347.0,7371341.0,7420647.0,7469693.0,7518460.0,7566926.0,7615072.0,7656398.0,7697157.0,7737319.0,7776856.0,7815740.0,7857498.0,7898653.0,7939174.0,7979034.0,8018199.0,8070668.0,8122819.0,8174628.0,8226073.0,8277130.0,8334442.0,8391524.0,8448355.0,8504912.0,8561173.0
EnergyStart,Feedback,RestOfAsia,PLDVFossil,1613631.0,1664066.0,1715764.0,1768770.0,1823132.0,1878901.0,1936136.0,1994898.0,2055257.0,2117286.0,2181067.0,2246686.0,2314236.0,2383820.0,2455546.0,2529529.0,2605894.0,2684772.0,2766305.0,2850640.0,2937937.0,3028361.0,3122091.0,3219311.0,3320219.0,3425021.0,3533933.0,3647183.0,3765012.0,3887669.0,4015417.0,4148532.0,4287301.0,4432025.0,4583020.0,4740615.0,4905154.0,5076998.0,5256521.0,5444117.0,5640196.0,5845187.0,6059537.0,6283714.0,6518207.0,6763527.0,7020205.0,7288800.0,7569894.0,7864095.0,8172038.0,8494387.0,8831838.0,9185116.0,9554979.0,9942221.0,10347672.0,10772197.0,11216704.0,11682141.0,12169499.0,12679817.0,13214178.0,13773717.0,14359622.0,14973134.0,15615553.0,16288237.0,16992609.0,17730157.0,18502437.0,19311078.0,20157786.0,21044344.0,21972619.0,22944564.0,23962224.0,25027737.0,26143344.0,27311386.0,28534318.0,28988216.0,29451815.0,29925229.0,30408576.0,30901979.0,30624777.0,30334607.0,30030927.0,29713184.0,29380824.0,28800874.0,28198105.0,27571742.0,26921000.0,26245081.0,27135799.0,28048885.0,28984839.0,29944168.0,30585252.0,31661527.0,33594935.0,35964839.0,38588105.0,41162067.0,44451608.0,47617001.0,51630959.0,53598084.0,58584432.0,61487838.0,61940311.0,67007426.0,66467837.0,65955662.0,67943651.0,69977669.0,72058669.0,74187624.0,76365523.0,78287360.0,80250617.0,82256117.0,84304702.0,86397229.0,85553367.0,84662027.0,83721929.0,82731767.0,81690207.0,82028039.0,82356477.0,82675146.0,82983659.0,83281623.0,82560677.0,81796856.0,80988993.0,80135901.0,79236361.0,77615471.0,75924562.0,74161843.0,72325482.0,70413606.0,69718114.0,68983684.0,68209269.0,67393798.0,66536178.0,64923492.0,63244147.0,61496452.0,59678683.0,57789074.0,56010517.0,54162252.0,52242535.0,50249585.0,48181579.0,45484730.0,42691816.0,39800494.0,36808370.0,33712999.0,32452843.0,31145063.0,29788479.0,28381885.0,26924048.0,26088745.0,25220756.0,24319265.0,23383435.0,22412413.0,21297298.0,20141853.0,18945091.0,17706001.0,16423554.0,15110935.0,13753275.0,12349488.0,10898464.0,9399068.0,9221742.0,9036578.0,8843373.0,8641923.0,8432016.0,8430647.0,8427177.0,8421539.0,8413667.0,8403491.0,8419616.0,8434194.0,8447170.0,8458492.0,8468104.0
EnergyStart,Feedback,World,PLDVFossil,22916370.0,23632623.0,24366833.0,25119614.0,25891644.0,26683667.0,27496497.0,28331026.0,29188224.0,30069148.0,30974940.0,31906839.0,32866178.0,33854393.0,34873021.0,35923712.0,37008224.0,38128434.0,39286335.0,40484045.0,41723807.0,43007995.0,44339117.0,45719818.0,47152883.0,48641245.0,50187986.0,51796344.0,53469713.0,55211656.0,57025903.0,58916361.0,60887120.0,62942458.0,65086850.0,67324972.0,69661715.0,72102189.0,74651732.0,77315922.0,80100586.0,83011811.0,86055957.0,89239666.0,92569875.0,96053835.0,99699117.0,103513634.0,107505652.0,111683811.0,116057137.0,120635064.0,125427454.0,130444612.0,135697315.0,141196825.0,146954921.0,152983916.0,159296687.0,165906700.0,172828039.0,180075433.0,187664289.0,195610722.0,203931590.0,212644529.0,221767991.0,231321276.0,241324582.0,251799039.0,262766759.0,274250876.0,286275601.0,298866266.0,312049381.0,325852690.0,340305225.0,355437369.0,371280920.0,387869156.0,405236904.0,414900876.0,424796087.0,434927029.0,445298278.0,455914496.0,473539240.0,491620051.0,510167722.0,529193229.0,548707729.0,569162411.0,590142359.0,611659696.0,633726759.0,656356105.0,684706112.0,713803081.0,743664572.0,774308461.0,796839211.0,817091790.0,859301475.0,912246865.0,971091106.0,1028177256.0,1067364049.0,1102851508.0,1156855423.0,1164816229.0,1237719974.0,1298366818.0,1307250846.0,1413496195.0,1401450321.0,1390018277.0,1432560299.0,1476092548.0,1520635585.0,1566210371.0,1612838276.0,1639170194.0,1665931233.0,1693128375.0,1720768715.0,1748859462.0,1729134570.0,1708365971.0,1686525860.0,1663585817.0,1639516796.0,1643959339.0,1648140288.0,1652050380.0,1655680129.0,1659019816.0,1649585700.0,1639451481.0,1628597581.0,1617003978.0,1604650203.0,1576577770.0,1547235933.0,1516591871.0,1484612047.0,1451262194.0,1435543329.0,1418978663.0,1401545599.0,1383221037.0,1363981371.0,1343579976.0,1322207736.0,1299839288.0,1276448714.0,1252009528.0,1217874578.0,1182366860.0,1145451804.0,1107094092.0,1067257648.0,1006852530.0,944298640.0,879543568.0,812533789.0,743214645.0,682433007.0,619569976.0,554575340.0,487397825.0,417985076.0,401754131.0,384913759.0,367448875.0,349344073.0,330583616.0,320595808.0,310215063.0,299431540.0,288235183.0,276615724.0,269146979.0,261377218.0,253298856.0,244904147.0,236185173.0,232419505.0,228478444.0,224357428.0,220051794.0,215556778.0,213308634.0,210937570.0,208440291.0,205813432.0,203053553.0,202176535.0,201222507.0,200189277.0,199074603.0,197876189.0
EnergyStart,Feedback,France,PLDVElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,23.0,35.0,185.0,2854.0,8374.0,18000.0,27840.0,44765.0,102540.0,159435.0,216330.0,273225.0,330120.0,387015.0,443910.0,500806.0,557701.0,614596.0,671491.0,728386.0,785281.0,842177.0,899072.0,893379.0,887686.0,881992.0,876299.0,870606.0,868668.0,866730.0,864792.0,862855.0,860917.0,858979.0,857041.0,855103.0,853165.0,851227.0,849289.0,847351.0,845413.0,843476.0,841538.0,834412.0,827286.0,820160.0,813034.0,805909.0,798783.0,791657.0,784531.0,777406.0,770280.0,763572.0,756864.0,750156.0,743448.0,736740.0,730033.0,723325.0,716617.0,709909.0,703201.0,696493.0,689785.0,683078.0,676370.0,669662.0,662954.0,656246.0,649538.0,642830.0,636122.0,629415.0,622707.0,615999.0,609291.0,602583.0,595875.0,589167.0,582460.0,575752.0,569044.0,562336.0,555628.0,548920.0,542212.0,535505.0,528797.0,522089.0,515381.0,508673.0,501965.0
EnergyStart,Feedback,Africa,PLDVElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,602.0,902.0,1202.0,1501.0,2099.0,2697.0,3294.0,3890.0,4485.0,4183.0,3882.0,3581.0,3281.0,2981.0,3038.0,3030.0,3021.0,3010.0,3004.0,2989.0,2971.0,2954.0,2925.0,2897.0,40543.0,78132.0,115721.0,153311.0,190900.0,559742.0,928585.0,1297428.0,1666271.0,2035113.0,2676414.0,3317715.0,3959015.0,4600316.0,5241616.0,5988751.0,6735885.0,7483020.0,8230154.0,8977289.0,9858974.0,10740659.0,11622345.0,12504030.0,13385715.0,14516266.0,15646817.0,16777368.0,17907919.0,19038471.0,21095637.0,23152804.0,25209971.0,27267137.0,29324304.0,32028531.0,34732759.0,37436986.0,40141213.0,42845440.0,45619295.0,48393149.0,51167003.0,53940857.0,56714711.0,60519360.0,64324009.0,68128657.0,71933306.0,75737955.0,80333730.0,84929505.0,89525281.0,94121056.0,98716831.0,103372909.0,108028988.0,112685066.0,117341144.0,121997222.0,127366929.0,132736636.0,138106342.0,143476049.0,148845756.0,153873610.0,158901464.0,163929318.0,168957172.0,173985025.0,178185548.0,182386070.0,186586592.0,190787115.0,194987637.0,198701796.0,202415955.0,206130115.0,209844274.0,213558433.0,216742226.0,219926019.0,223109813.0,226293606.0,229477399.0
