TU,Region,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
TruckElec,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,5650.0,8530.0,11450.0,14410.0,41310.0,68590.0,96250.0,124280.0,152700.0,217890.0,283970.0,350960.0,418870.0,487710.0,580230.0,674020.0,769080.0,865430.0,963080.0,1158470.0,1356520.0,1557270.0,1760750.0,1966970.0,2400650.0,2840250.0,3285840.0,3737490.0,4195250.0,4802480.0,5417950.0,6041730.0,6673920.0,7314590.0,8184420.0,9065970.0,9959370.0,10864750.0,11782210.0,13119040.0,14473860.0,15846860.0,17238240.0,18648170.0,20719000.0,22817690.0,24944530.0,27099810.0,29283810.0,32168030.0,35090890.0,38052800.0,41054140.0,44095340.0,47718940.0,51390730.0,55111230.0,58880910.0,62700290.0,66722790.0,70798140.0,74926870.0,79109530.0,83346650.0,87949960.0,92613180.0,97336920.0,102121800.0,106968440.0,112440000.0,117982400.0,123596340.0,129282570.0,135041800.0,141924520.0,148896310.0,155958080.0,163110750.0,170355230.0
TruckHydrogen,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,5480.0,8280.0,11120.0,14000.0,39600.0,65550.0,91870.0,118540.0,145590.0,260130.0,376260.0,493980.0,613330.0,734310.0,967880.0,1204670.0,1444690.0,1687990.0,1934600.0,2471120.0,3015010.0,3566320.0,4125150.0,4691560.0,5872970.0,7070560.0,8284500.0,9514960.0,10762100.0,12527940.0,14317780.0,16131880.0,17970480.0,19833840.0,22003410.0,24202170.0,26430400.0,28688400.0,30976490.0,33225400.0,35504050.0,37812740.0,40151780.0,42521480.0,45050160.0,47611910.0,50207060.0,52835950.0,55498940.0,57710350.0,59949800.0,62217560.0,64513930.0,66839190.0,68542310.0,70265870.0,72010060.0,73775080.0,75561140.0,77011740.0,78478830.0,79962590.0,81463170.0,82980740.0,84204810.0,85441880.0,86692070.0,87955510.0,89232310.0
TTWFossil,ASEAN,2212422.0,2256692.0,2301746.0,2347602.0,2394282.0,2441808.0,2490208.0,2539510.0,2589744.0,2640948.0,2693158.0,2746416.0,2800768.0,2856262.0,2912948.0,2970886.0,3030132.0,3090750.0,3152810.0,3216380.0,3281536.0,3348360.0,3416930.0,3487336.0,3559666.0,3634016.0,3710482.0,3789166.0,3870174.0,3953614.0,4039598.0,4128240.0,4219662.0,4313982.0,4411328.0,4511830.0,4615618.0,4722828.0,4833600.0,4948078.0,5066406.0,5188734.0,5315216.0,5446008.0,5581272.0,5721172.0,5865878.0,6015562.0,6170404.0,6330582.0,6496288.0,6667710.0,6845046.0,7028498.0,7218274.0,7414588.0,7617658.0,7827710.0,8044976.0,8269698.0,8502118.0,8742490.0,8991074.0,9248142.0,9513968.0,9788838.0,10073044.0,10366894.0,10670696.0,10984774.0,11309462.0,11645102.0,11992050.0,12350670.0,12721338.0,13104448.0,13500400.0,13909608.0,14332502.0,14769524.0,15221134.0,15457586.0,15695536.0,15934994.0,16175966.0,16418458.0,17941650.0,19469080.0,21000994.0,22537624.0,24079188.0,26271178.0,28470242.0,30676676.0,32890760.0,35112762.0,37508220.0,39912620.0,42326222.0,44749276.0,47459460.0,46517810.0,44689208.0,47148056.0,46739988.0,47986456.0,53543498.0,60231524.0,65641336.0,69674480.0,76051426.0,79741816.0,82994574.0,82609112.0,82744958.0,82504504.0,88741600.0,95030344.0,101371096.0,107764220.0,114210080.0,120313586.0,126467196.0,132671258.0,138926124.0,145232146.0,146398036.0,147571498.0,148752580.0,149941328.0,151137790.0,153713280.0,156308306.0,158922994.0,161557480.0,164211894.0,165491004.0,166778358.0,168074002.0,169377988.0,170690368.0,170446526.0,170197748.0,169943992.0,169685212.0,169421368.0,168329116.0,167224628.0,166107812.0,164978572.0,163836812.0,159549332.0,155222130.0,150854920.0,146447410.0,141999310.0,134766530.0,127468870.0,120105866.0,112677046.0,105181942.0,100308220.0,95390524.0,90428542.0,85421952.0,80370438.0,74962718.0,69506728.0,64002126.0,58448562.0,52845688.0,49628998.0,46383450.0,43108842.0,39804962.0,36471604.0,34751500.0,33015794.0,31264374.0,29497124.0,27713934.0,26994916.0,26269146.0,25536574.0,24797152.0,24050830.0,23704390.0,23354502.0,23001142.0,22644284.0,22283900.0,22219224.0,22153590.0,22086990.0,22019416.0,21950862.0,21967672.0,21984242.0,22000568.0,22016648.0,22032478.0
TTWElec,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489134.0,982422.0,1479896.0,1981582.0,2487512.0,6261926.0,10068434.0,13907258.0,17778630.0,21682774.0,31180332.0,40758566.0,50418044.0,60159338.0,69983020.0,83548822.0,97229462.0,111025744.0,124938480.0,138968486.0,154994182.0,171154886.0,187451542.0,203885104.0,220456530.0,241924850.0,263573820.0,285404704.0,307418776.0,329617318.0,359763606.0,390163730.0,420819466.0,451732602.0,482904940.0,530525420.0,578548278.0,626976334.0,675812430.0,725059420.0,793837080.0,863196532.0,933141850.0,1003677144.0,1074806546.0,1122742516.0,1171075034.0,1219806852.0,1268940746.0,1318479504.0,1363728174.0,1409346612.0,1455337370.0,1501703022.0,1548446160.0,1582092034.0,1616003536.0,1650182470.0,1684630662.0,1719349944.0,1743053434.0,1766933460.0,1790991190.0,1815227804.0,1839644488.0,1857178164.0,1874832704.0,1892608882.0,1910507474.0,1928529258.0,1940210476.0,1951959994.0,1963778204.0,1975665506.0,1987622298.0,1995271872.0,2002953436.0,2010667126.0,2018413078.0,2026191424.0,2029969736.0,2033745364.0,2037518196.0,2041288116.0,2045055008.0
TTWHydrogen,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12894.0,25896.0,39010.0,52234.0,65572.0,95248.0,125174.0,155356.0,185794.0,216488.0,269386.0,322730.0,376528.0,430780.0,485490.0,720416.0,957346.0,1196294.0,1437276.0,1680306.0,2112280.0,2547934.0,2987294.0,3430388.0,3877240.0,4547350.0,5223158.0,5904708.0,6592038.0,7285190.0,9514560.0,11763026.0,14030722.0,16317784.0,18624348.0,23352150.0,28120476.0,32929608.0,37779834.0,42671446.0,47290056.0,51947912.0,56645288.0,61382462.0,66159712.0,71200836.0,76284538.0,81411118.0,86580876.0,91794110.0,96110508.0,100462822.0,104851304.0,109276204.0,113737778.0,116948860.0,120185920.0,123449138.0,126738692.0,130054766.0,132679986.0,135325832.0,137992446.0,140679968.0,143388542.0,145710492.0,148050216.0,150407834.0,152783468.0,155177236.0,157583736.0,160008568.0,162451854.0,164913716.0,167394282.0,170018552.0,172662870.0,175327370.0,178012188.0,180717460.0
PLDVFossil,ASEAN,1396988.0,1440648.0,1485408.0,1531296.0,1578360.0,1626644.0,1676192.0,1727064.0,1779320.0,1833020.0,1888240.0,1945048.0,2003528.0,2063772.0,2125868.0,2189916.0,2256028.0,2324316.0,2394904.0,2467916.0,2543492.0,2621776.0,2702924.0,2787088.0,2874448.0,2965180.0,3059472.0,3157516.0,3259524.0,3365716.0,3476312.0,3591552.0,3711692.0,3836984.0,3967708.0,4104144.0,4246592.0,4395364.0,4550784.0,4713196.0,4882948.0,5060416.0,5245988.0,5440068.0,5643080.0,5855464.0,6077680.0,6310212.0,6553568.0,6808268.0,7074868.0,7353940.0,7646084.0,7951932.0,8272136.0,8607388.0,8958404.0,9325932.0,9710760.0,10113708.0,10535636.0,10977436.0,11440056.0,11924472.0,12431712.0,12962856.0,13519024.0,14101396.0,14711196.0,15349724.0,16018316.0,16718392.0,17451420.0,18218952.0,19022596.0,19864048.0,20745080.0,21667536.0,22633364.0,23644588.0,24703328.0,25433028.0,26180908.0,26947368.0,27732812.0,28537652.0,31616436.0,34782668.0,38038732.0,41387052.0,44830092.0,49588348.0,54483400.0,59518860.0,64698404.0,70025764.0,75838924.0,81817876.0,87966828.0,94290064.0,99676916.0,105561244.0,114353052.0,124761592.0,136210084.0,147642436.0,162444092.0,176842236.0,194471256.0,204403408.0,225896724.0,244936828.0,254319176.0,282996056.0,288219448.0,293156620.0,318868624.0,345312704.0,372505472.0,400463860.0,429205164.0,457074636.0,485710396.0,515129588.0,545349704.0,576388592.0,587080088.0,597964988.0,609046724.0,620328784.0,631814732.0,649130240.0,666832656.0,684929852.0,703429836.0,722340780.0,735276272.0,748439660.0,761834900.0,775466032.0,789337156.0,795695748.0,802060296.0,808429428.0,814801736.0,821175768.0,828296320.0,835438864.0,842602352.0,849785692.0,856987756.0,843239568.0,828852324.0,813809416.0,798093860.0,781688308.0,748877268.0,714849716.0,679575648.0,643024412.0,605164696.0,582297716.0,558568164.0,533954664.0,508435388.0,481988028.0,452698228.0,422375188.0,390993760.0,358528276.0,324952508.0,306668860.0,287734348.0,268133092.0,247848880.0,226865144.0,216917896.0,206604312.0,195915368.0,184841860.0,173374368.0,169668256.0,165803952.0,161777420.0,157584532.0,153221072.0,152002152.0,150707708.0,149335676.0,147883948.0,146350368.0,147307224.0,148258240.0,149203000.0,150141080.0,151072040.0,152836204.0,154618612.0,156419400.0,158238712.0,160076684.0
PLDVElec,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247644.0,495292.0,742936.0,990584.0,1238228.0,3103844.0,4969456.0,6835072.0,8700688.0,10566300.0,15130072.0,19693844.0,24257612.0,28821384.0,33385156.0,39687084.0,45989016.0,52290944.0,58592872.0,64894804.0,72069788.0,79244768.0,86419752.0,93594736.0,100769716.0,110110300.0,119450880.0,128791460.0,138132044.0,147472624.0,163346952.0,179221276.0,195095600.0,210969928.0,226844252.0,248144792.0,269445332.0,290745872.0,312046412.0,333346952.0,363398732.0,393450512.0,423502288.0,453554068.0,483605844.0,502998732.0,522391616.0,541784500.0,561177388.0,580570272.0,597903504.0,615236736.0,632569968.0,649903196.0,667236428.0,678787284.0,690338136.0,701888988.0,713439844.0,724990696.0,731802100.0,738613508.0,745424912.0,752236316.0,759047724.0,762957020.0,766866312.0,770775608.0,774684904.0,778594200.0,779904944.0,781215692.0,782526440.0,783837184.0,785147932.0,784737168.0,784326404.0,783915640.0,783504876.0,783094112.0,781131620.0,779169124.0,777206632.0,775244136.0,773281644.0
PLDVPlugInHybrid,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56552.0,106640.0,151312.0,201752.0,252188.0,632156.0,1012124.0,1392092.0,1772060.0,2152028.0,3081524.0,4011024.0,4940520.0,5870020.0,6799516.0,8083024.0,9366532.0,10650040.0,11933548.0,13217052.0,14678376.0,16139696.0,17601016.0,19062336.0,20523656.0,22426044.0,24328428.0,26230816.0,28133200.0,30035588.0,25751224.0,21466860.0,17182496.0,12898132.0,8613768.0,9422596.0,10231424.0,11040252.0,11849080.0,12657908.0,13799036.0,14940168.0,16081300.0,17222432.0,18363564.0,19099952.0,19836344.0,20572732.0,21309120.0,22045512.0,22703692.0,23361872.0,24020052.0,24678232.0,25336412.0,25775024.0,26213636.0,26652248.0,27090856.0,27529468.0,27788112.0,28046756.0,28305400.0,28564044.0,28822688.0,28971132.0,29119576.0,29268020.0,29416464.0,29564908.0,29614680.0,29664452.0,29714224.0,29763996.0,29813768.0,29798172.0,29782572.0,29766976.0,29751380.0,29735780.0,29661260.0,29586740.0,29512220.0,29437700.0,29363180.0
PLDVHydrogen,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3548.0,7096.0,10644.0,14192.0,17740.0,25660.0,33576.0,41496.0,49416.0,57332.0,71040.0,84744.0,98448.0,112156.0,125860.0,185964.0,246072.0,306176.0,366284.0,426388.0,533716.0,641040.0,748368.0,855696.0,963020.0,1124624.0,1286228.0,1447832.0,1609436.0,1771044.0,2303084.0,2835124.0,3367164.0,3899204.0,4431244.0,5532236.0,6633228.0,7734220.0,8835212.0,9936204.0,10964236.0,11992272.0,13020308.0,14048340.0,15076376.0,16155124.0,17233872.0,18312620.0,19391368.0,20470120.0,21340016.0,22209912.0,23079808.0,23949704.0,24819600.0,25409776.0,25999952.0,26590128.0,27180304.0,27770476.0,28208100.0,28645720.0,29083340.0,29520964.0,29958584.0,30311368.0,30664152.0,31016940.0,31369724.0,31722508.0,32074172.0,32425832.0,32777492.0,33129152.0,33480812.0,33857344.0,34233872.0,34610400.0,34986928.0,35363456.0
LCVFossil,ASEAN,2227820.0,2288484.0,2350312.0,2413328.0,2477572.0,2543084.0,2609904.0,2678084.0,2747680.0,2818748.0,2891360.0,2965588.0,3041508.0,3119212.0,3198788.0,3280336.0,3363964.0,3449788.0,3537932.0,3628516.0,3721680.0,3817572.0,3916340.0,4018140.0,4123144.0,4231524.0,4343460.0,4459144.0,4578772.0,4702552.0,4830696.0,4963428.0,5100976.0,5243576.0,5391476.0,5544936.0,5704216.0,5869596.0,6041352.0,6219780.0,6405184.0,6597876.0,6798180.0,7006432.0,7222980.0,7448180.0,7682404.0,7926036.0,8179476.0,8443132.0,8717428.0,9002808.0,9299724.0,9608656.0,9930088.0,10264532.0,10612512.0,10974572.0,11351276.0,11743216.0,12151000.0,12575252.0,13016636.0,13475824.0,13953520.0,14450464.0,14967408.0,15505140.0,16064484.0,16646288.0,17251428.0,17880828.0,18535436.0,19216244.0,19924272.0,20660588.0,21426304.0,22222564.0,23050568.0,23911556.0,24806816.0,26388068.0,27993268.0,29622936.0,31277568.0,32957660.0,36547988.0,40193864.0,43896448.0,47656884.0,51476308.0,57703176.0,64028796.0,70455056.0,76983832.0,83616996.0,87444492.0,91332316.0,95281420.0,99292736.0,119069180.0,119542928.0,120457476.0,122369896.0,127551372.0,130024084.0,132741256.0,136047268.0,140046752.0,136752640.0,133254996.0,137562376.0,143149200.0,150045036.0,157561728.0,162662476.0,167535764.0,172377324.0,177193824.0,181991348.0,186775476.0,194519656.0,202400276.0,210419576.0,218579828.0,226883344.0,233842116.0,241468888.0,249262964.0,257227532.0,265365832.0,275007168.0,284865888.0,294946188.0,305252328.0,315788648.0,325532172.0,335486120.0,345654464.0,356041252.0,366650600.0,375366272.0,384253784.0,393316228.0,402556760.0,411978588.0,419241796.0,426627484.0,434137656.0,441774352.0,449539632.0,455137908.0,460804892.0,466541408.0,472348296.0,478226400.0,479066892.0,479837732.0,480536816.0,481161992.0,481711060.0,474626144.0,467249740.0,459575084.0,451595296.0,443303352.0,431252664.0,418779384.0,405874072.0,392527092.0,378728640.0,363363796.0,347496452.0,331115576.0,314209924.0,296768044.0,277714224.0,258070916.0,237825380.0,216964628.0,195475440.0,180206968.0,164474356.0,148267628.0,131576620.0,114390968.0,106311324.0,97983940.0,89403476.0,80564488.0,71461440.0,68411468.0,65262472.0,62012284.0,58658692.0,55199440.0,53927604.0,52609532.0,51244180.0,49830480.0,48367356.0
LCVElec,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,7612.0,11504.0,15452.0,19460.0,75792.0,132968.0,191000.0,249896.0,309664.0,547772.0,789436.0,1034696.0,1283600.0,1536180.0,1976276.0,2422892.0,2876104.0,3335992.0,3802620.0,4915132.0,6044140.0,7189828.0,8352388.0,9532000.0,13370792.0,17266708.0,21220388.0,25232476.0,29303632.0,38524448.0,47882108.0,57378148.0,67014120.0,76791588.0,89742232.0,102883060.0,116216208.0,129743816.0,143468056.0,161902112.0,180604956.0,199579588.0,218829036.0,238356352.0,266497932.0,295048756.0,324013384.0,353396424.0,383202528.0,420480956.0,458297700.0,496658736.0,535570112.0,575037928.0,615225596.0,655984456.0,697320816.0,739241056.0,781751612.0,826471604.0,871819200.0,917801312.0,964424904.0,1011697024.0,1050905744.0,1090646320.0,1130924528.0,1171746208.0,1213117252.0,1240023024.0,1267264508.0,1294845220.0,1322768724.0,1351038608.0,1370047872.0,1389266460.0,1408696436.0,1428339900.0,1448198960.0,1463175024.0,1478294352.0,1493558248.0,1508968036.0,1524525036.0
LCVPlugInHybrid,ASEAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,1824.0,2756.0,3700.0,4660.0,18148.0,31840.0,45736.0,59836.0,74148.0,131164.0,189028.0,247756.0,307356.0,367836.0,473216.0,580156.0,688676.0,798796.0,910528.0,1176920.0,1447256.0,1721592.0,1999964.0,2282420.0,3201612.0,4134480.0,5081180.0,6041868.0,7016696.0,9224604.0,11465276.0,13739084.0,16046400.0,18387596.0,21488604.0,24635148.0,27827744.0,31066904.0,34353148.0,38767144.0,43245504.0,47788944.0,52398184.0,57073964.0,63812412.0,70648848.0,77584372.0,84620084.0,91757100.0,100683348.0,109738492.0,118923968.0,128241220.0,137691712.0,147314572.0,157074200.0,166972112.0,177009832.0,187188900.0,197897016.0,208755408.0,219765736.0,230929664.0,242248880.0,251637332.0,261153136.0,270797676.0,280572348.0,290478564.0,296921096.0,303444016.0,310048164.0,316734392.0,323503564.0,328055296.0,332657148.0,337309616.0,342013208.0,346768420.0,350354408.0,353974704.0,357629612.0,361319456.0,365044552.0
