TU,Region,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BusElec,NorthAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,1312.0,1976.0,2656.0,3336.0,3328.0,3328.0,3320.0,3312.0,3304.0,3368.0,3424.0,3488.0,3552.0,3688.0,4008.0,4232.0,4448.0,4656.0,4848.0,4936.0,5024.0,5120.0,5216.0,5264.0,7104.0,9088.0,11168.0,13128.0,15096.0,20792.0,26576.0,32464.0,38440.0,44512.0,98200.0,152776.0,208240.0,264616.0,321904.0,493304.0,667520.0,844576.0,1024512.0,1207360.0,1418608.0,1633272.0,1851384.0,2072984.0,2298120.0,2578776.0,2863920.0,3153592.0,3447856.0,3746768.0,4176240.0,4612552.0,5055784.0,5506032.0,5963368.0,6756496.0,7562320.0,8381000.0,9212688.0,10057544.0,10280480.0,10506408.0,10735360.0,10967392.0,11202520.0,11354608.0,11508456.0,11664064.0,11821464.0,11980664.0,12146616.0,12314504.0,12484328.0,12656128.0,12829912.0,12989616.0,13151088.0,13314344.0,13479400.0,13646280.0,13748056.0,13850592.0,13953880.0,14057936.0,14162760.0,14258464.0,14354792.0,14451736.0,14549304.0,14647504.0,14737168.0,14827328.0,14917968.0,15009088.0,15100704.0,15176784.0,15253088.0,15329624.0,15406384.0,15483368.0,15535040.0,15586520.0,15637784.0,15688840.0,15739672.0,15757640.0,15774832.0,15791232.0,15806832.0,15821608.0
BusHydrogen,NorthAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,2008.0,3032.0,4080.0,5144.0,6944.0,8776.0,10632.0,12528.0,14448.0,29112.0,44008.0,59152.0,74544.0,90192.0,148040.0,206832.0,266584.0,327320.0,389032.0,503552.0,619944.0,738224.0,858408.0,980536.0,1151984.0,1326192.0,1503200.0,1683048.0,1865760.0,2084536.0,2306792.0,2532584.0,2761944.0,2994928.0,3097600.0,3201768.0,3307448.0,3414656.0,3523408.0,3637312.0,3752856.0,3870064.0,3988952.0,4109544.0,4272104.0,4437064.0,4604464.0,4774328.0,4946688.0,5161800.0,5380128.0,5601712.0,5826592.0,6054808.0,6278968.0,6506416.0,6737200.0,6971360.0,7208920.0,7463008.0,7720800.0,7982344.0,8247688.0,8516872.0,8833288.0,9154344.0,9480112.0,9810640.0,10145984.0,10570584.0,11001520.0,11438856.0,11882664.0,12333032.0,12928760.0,13533496.0,14147344.0,14770416.0,15402816.0,16203600.0,17016576.0,17841880.0,18679664.0,19530088.0
TruckFossil,NorthAmerica,1146830.0,1174160.0,1201900.0,1230070.0,1258690.0,1287760.0,1317310.0,1347360.0,1377940.0,1409070.0,1440790.0,1473120.0,1506110.0,1539780.0,1574190.0,1609380.0,1645390.0,1682290.0,1720110.0,1758920.0,1798780.0,1839740.0,1881890.0,1925280.0,1969990.0,2016090.0,2063660.0,2112780.0,2163530.0,2216000.0,2270280.0,2326460.0,2384640.0,2444910.0,2507370.0,2572140.0,2639300.0,2708990.0,2781310.0,2856370.0,2934310.0,3015230.0,3099280.0,3186580.0,3277270.0,3371480.0,3469380.0,3571090.0,3676780.0,3786600.0,3900730.0,4019320.0,4142550.0,4270610.0,4403670.0,4541940.0,4685600.0,4834870.0,4989960.0,5151090.0,5318490.0,5492390.0,5673040.0,5860690.0,6055600.0,6258040.0,6468290.0,6686650.0,6913420.0,7148900.0,7393420.0,7647320.0,7910950.0,8184660.0,8468820.0,8763830.0,9070090.0,9388010.0,9718020.0,10060560.0,10416120.0,10538450.0,10662660.0,10788730.0,10916660.0,11046450.0,11495340.0,11949720.0,12409660.0,12875270.0,13346620.0,13925930.0,14512380.0,15106080.0,15707130.0,16315640.0,16926790.0,17545540.0,18171990.0,18806240.0,18681400.0,19253410.0,19812330.0,20419680.0,19760340.0,20187330.0,19833520.0,19255390.0,20369020.0,22401130.0,21640790.0,21614080.0,22915920.0,22912510.0,23527390.0,24237850.0,24389680.0,24542440.0,24696160.0,24850820.0,25006450.0,25087400.0,25168280.0,25249060.0,25329760.0,25410360.0,25211980.0,25009620.0,24803230.0,24592770.0,24378190.0,24336250.0,24292560.0,24247090.0,24199810.0,24150710.0,24063980.0,23974890.0,23883390.0,23789470.0,23693090.0,23550860.0,23405520.0,23257020.0,23105330.0,22950410.0,22817620.0,22681880.0,22543150.0,22401410.0,22256600.0,21971130.0,21680610.0,21385000.0,21084240.0,20778270.0,20397640.0,20010730.0,19617460.0,19217770.0,18811580.0,18276530.0,17733150.0,17181340.0,16621010.0,16052070.0,15268140.0,14472540.0,13665160.0,12845870.0,12014550.0,11048000.0,10067450.0,9072760.0,8063760.0,7040310.0,6541950.0,6036330.0,5523380.0,5003010.0,4475150.0,4345020.0,4212870.0,4078680.0,3942430.0,3804080.0,3712470.0,3619410.0,3524880.0,3428860.0,3331340.0,3247770.0,3162880.0,3076660.0,2989090.0,2900150.0,2826420.0,2751520.0,2675450.0,2598190.0,2519720.0
TruckElec,NorthAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7670.0,15450.0,23330.0,31330.0,39430.0,108580.0,178690.0,249770.0,321830.0,394870.0,586070.0,779910.0,976410.0,1175600.0,1377510.0,1599120.0,1823740.0,2051400.0,2282130.0,2515970.0,2810970.0,3109950.0,3412950.0,3720000.0,4031160.0,4518240.0,5011900.0,5512190.0,6019190.0,6532960.0,7215200.0,7906600.0,8607250.0,9317250.0,10036700.0,11050160.0,12077210.0,13117990.0,14172650.0,15241320.0,16693480.0,18165070.0,19656290.0,21167350.0,22698450.0,24617890.0,26562890.0,28533710.0,30530630.0,32553900.0,35201410.0,37884110.0,40602380.0,43356570.0,46147050.0,49206580.0,52306370.0,55446840.0,58628400.0,61851480.0,63804070.0,65780790.0,67781880.0,69807600.0,71858180.0,72820940.0,73793610.0,74776270.0,75769020.0,76771960.0,77522270.0,78279310.0,79043120.0,79813760.0,80591290.0,81156490.0,81725660.0,82298810.0,82875980.0,83457200.0,83812530.0,84168770.0,84525920.0,84883970.0,85242910.0
TruckHydrogen,NorthAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,7410.0,11200.0,15040.0,18930.0,34970.0,51230.0,67720.0,84430.0,101370.0,161730.0,222910.0,284940.0,347820.0,411550.0,562540.0,715590.0,870750.0,1028030.0,1187450.0,1469380.0,1755170.0,2044860.0,2338490.0,2636100.0,3021660.0,3412450.0,3808530.0,4209930.0,4616730.0,5029340.0,5447450.0,5871120.0,6300420.0,6735390.0,7221470.0,7713970.0,8212960.0,8718520.0,9230690.0,9770720.0,10317800.0,10872010.0,11433420.0,12002100.0,12579090.0,13163520.0,13755450.0,14354980.0,14962160.0,15654820.0,16356360.0,17066900.0,17786520.0,18515300.0,19376470.0,20248710.0,21132130.0,22026830.0,22932950.0,23532840.0,24139960.0,24754370.0,25376160.0,26005380.0,26408710.0,26816390.0,27228450.0,27644950.0,28065910.0,28596140.0,29132370.0,29674670.0,30223100.0,30777710.0,31539440.0,32310260.0,33090270.0,33879550.0,34678190.0,35690750.0,36715700.0,37753160.0,38803260.0,39866120.0
TTWFossil,OCDEPacific,9913576.0,10111946.0,10313828.0,10519302.0,10728468.0,10941428.0,11158300.0,11379214.0,11604310.0,11833748.0,12067694.0,12306340.0,12549882.0,12798540.0,13052548.0,13312154.0,13577628.0,13849254.0,14127332.0,14412182.0,14704142.0,15003566.0,15310820.0,15626298.0,15950402.0,16283554.0,16626190.0,16978768.0,17341754.0,17715638.0,18100918.0,18498114.0,18907758.0,19330396.0,19766592.0,20216924.0,20681986.0,21162384.0,21658742.0,22171698.0,22701910.0,23250046.0,23816794.0,24402856.0,25008956.0,25635832.0,26284242.0,26954958.0,27648782.0,28366524.0,29109026.0,29877146.0,30671766.0,31493792.0,32344154.0,33223808.0,34133740.0,35074958.0,36048504.0,37055448.0,38096890.0,39173968.0,40287846.0,41439732.0,42630862.0,43862518.0,45136014.0,46452712.0,47814010.0,49221356.0,50676240.0,52180202.0,53734828.0,55341756.0,57002678.0,58719342.0,60493546.0,62327156.0,64222090.0,66180332.0,68203934.0,69450162.0,70703374.0,71963646.0,73231054.0,74505664.0,78012364.0,81531100.0,85062344.0,88606544.0,92164126.0,97624068.0,103103250.0,108602336.0,114121968.0,119662758.0,122906624.0,126165516.0,129439672.0,132729320.0,136834596.0,127584720.0,116978526.0,118128428.0,112382418.0,110985816.0,114675762.0,120239112.0,122823790.0,122788446.0,126764450.0,126032292.0,124719928.0,118324474.0,113219134.0,108062000.0,108473010.0,108885768.0,109300280.0,109716554.0,110134596.0,108355804.0,106560078.0,104747296.0,102917332.0,101070060.0,95972582.0,90829958.0,85641870.0,80407992.0,75127998.0,71807794.0,68457966.0,65078302.0,61668590.0,58228612.0,54329240.0,50395496.0,46427132.0,42423904.0,38385562.0,34000482.0,29577114.0,25115186.0,20614424.0,16074554.0,14388580.0,12687832.0,10972204.0,9241592.0,7495888.0,7122872.0,6746512.0,6366788.0,5983674.0,5597146.0,5551146.0,5504654.0,5457666.0,5410180.0,5362190.0,5346886.0,5331360.0,5315608.0,5299628.0,5283420.0,5263856.0,5244032.0,5223944.0,5203594.0,5182976.0,5137070.0,5090678.0,5043792.0,4996412.0,4948532.0,4927950.0,4907104.0,4885990.0,4864608.0,4842954.0,4817816.0,4792372.0,4766624.0,4740568.0,4714202.0,4689482.0,4664462.0,4639144.0,4613522.0,4587594.0,4568210.0,4548576.0,4528688.0,4508548.0,4488150.0,4470510.0,4452636.0,4434526.0,4416178.0,4397592.0
TTWElec,OCDEPacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671186.0,1348076.0,2030706.0,2719118.0,3413352.0,7026750.0,10670856.0,14345882.0,18052050.0,21789576.0,29364772.0,37004240.0,44708434.0,52477808.0,60312818.0,68740948.0,77240148.0,85810912.0,94453744.0,103169148.0,114838502.0,126606130.0,138472722.0,150438968.0,162505570.0,178857626.0,195347370.0,211975768.0,228743786.0,245652406.0,255178304.0,264782042.0,274464156.0,284225190.0,294065686.0,297794834.0,301551172.0,305334882.0,309146142.0,312985134.0,314132268.0,315284008.0,316440368.0,317601372.0,318767034.0,319010514.0,319250670.0,319487462.0,319720854.0,319950804.0,319669778.0,319380834.0,319083900.0,318778904.0,318465776.0,317850242.0,317223874.0,316586580.0,315938270.0,315278850.0,314585116.0,313879884.0,313163056.0,312434540.0,311694234.0,311059192.0,310413186.0,309756126.0,309087916.0,308408464.0,307784834.0,307150358.0,306504948.0,305848510.0,305180954.0,304551950.0,303912076.0,303261238.0,302599348.0,301926308.0,301235328.0,300532954.0,299819092.0,299093648.0,298356522.0
TTWHydrogen,OCDEPacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76260.0,153170.0,230730.0,308948.0,387828.0,526866.0,667082.0,808484.0,951080.0,1094880.0,1326102.0,1559280.0,1794426.0,2031556.0,2270680.0,2755096.0,3243618.0,3736270.0,4233086.0,4734094.0,5650948.0,6575580.0,7508042.0,8448392.0,9396684.0,10583900.0,11781154.0,12988512.0,14206050.0,15433836.0,15976250.0,16523070.0,17074330.0,17630058.0,18190286.0,18287822.0,18385892.0,18484500.0,18583648.0,18683340.0,18732750.0,18782272.0,18831904.0,18881646.0,18931498.0,19061012.0,19191324.0,19322438.0,19454362.0,19587098.0,19911708.0,20238798.0,20568384.0,20900484.0,21235110.0,21678382.0,22125136.0,22575400.0,23029198.0,23486550.0,23999800.0,24517110.0,25038508.0,25564024.0,26093682.0,26699592.0,27310332.0,27925934.0,28546432.0,29171858.0,29865572.0,30564836.0,31269686.0,31980164.0,32696304.0,33466918.0,34243702.0,35026696.0,35815944.0,36611488.0,37440246.0,38275624.0,39117666.0,39966418.0,40821924.0
PLDVFossil,OCDEPacific,6259716.0,6455364.0,6655920.0,6861544.0,7072428.0,7288772.0,7510800.0,7738756.0,7972904.0,8213532.0,8460956.0,8715508.0,8977556.0,9247492.0,9525736.0,9812736.0,10108976.0,10414968.0,10731252.0,11058412.0,11397060.0,11747844.0,12111444.0,12488588.0,12880040.0,13286592.0,13709092.0,14148424.0,14605512.0,15081332.0,15576904.0,16093288.0,16631612.0,17193036.0,17778788.0,18390144.0,19028436.0,19695064.0,20391484.0,21119220.0,21879864.0,22675080.0,23506604.0,24376248.0,25285912.0,26237572.0,27233296.0,28275252.0,29365692.0,30506976.0,31701572.0,32952052.0,34261116.0,35631580.0,37066380.0,38568596.0,40141448.0,41788300.0,43512664.0,45318220.0,47208816.0,49188480.0,51261412.0,53432016.0,55704904.0,58084884.0,60577004.0,63186528.0,65918980.0,68780128.0,71776016.0,74912956.0,78197568.0,81636772.0,85237804.0,89008244.0,92956024.0,97089440.0,101417184.0,105948340.0,110692428.0,114269328.0,117936624.0,121696364.0,125550648.0,129501600.0,137471916.0,145660144.0,154071924.0,162712972.0,171589104.0,184271008.0,197308312.0,210710156.0,224485820.0,238644748.0,248508356.0,258629840.0,269015212.0,279670588.0,287387388.0,289523560.0,299330684.0,312587460.0,327505836.0,341475860.0,347911516.0,353026988.0,363881940.0,360223380.0,376530400.0,387123740.0,382177624.0,405347048.0,394367916.0,383968016.0,389764456.0,395648296.0,401620844.0,407683436.0,413837436.0,411574888.0,409140540.0,406529576.0,403737064.0,400757968.0,384377060.0,367386240.0,349770456.0,331514312.0,312602104.0,301522748.0,290020724.0,278085536.0,265706452.0,252872504.0,237465704.0,221515564.0,205008864.0,187932108.0,170271508.0,150259536.0,129580456.0,108218308.0,86156788.0,63379256.0,58255048.0,52955192.0,47475452.0,41811492.0,35958900.0,34332708.0,32646908.0,30900024.0,29090568.0,27217004.0,27249804.0,27276988.0,27298364.0,27313744.0,27322936.0,27536000.0,27749048.0,27962028.0,28174888.0,28387572.0,28587600.0,28786944.0,28985540.0,29183308.0,29380180.0,29413868.0,29441432.0,29462672.0,29477388.0,29485364.0,29682588.0,29878772.0,30073840.0,30267704.0,30460288.0,30625592.0,30788628.0,30949276.0,31107424.0,31262960.0,31429992.0,31594612.0,31756696.0,31916136.0,32072796.0,32282672.0,32491276.0,32698512.0,32904292.0,33108520.0,33337768.0,33566096.0,33793420.0,34019648.0,34244692.0
PLDVElec,OCDEPacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339820.0,679636.0,1019456.0,1359272.0,1699092.0,3482944.0,5266792.0,7050644.0,8834496.0,10618348.0,14249080.0,17879816.0,21510552.0,25141284.0,28772020.0,32653096.0,36534176.0,40415252.0,44296332.0,48177408.0,53398044.0,58618680.0,63839316.0,69059952.0,74280588.0,81405720.0,88530856.0,95655988.0,102781124.0,109906256.0,115552436.0,121198612.0,126844792.0,132490968.0,138137148.0,139288776.0,140440408.0,141592036.0,142743668.0,143895296.0,143801884.0,143708472.0,143615056.0,143521644.0,143428232.0,142919576.0,142410920.0,141902264.0,141393608.0,140884956.0,140153796.0,139422636.0,138691480.0,137960320.0,137229160.0,136371776.0,135514392.0,134657008.0,133799624.0,132942240.0,132075152.0,131208064.0,130340980.0,129473892.0,128606804.0,127787844.0,126968884.0,126149924.0,125330964.0,124512004.0,123720040.0,122928072.0,122136108.0,121344144.0,120552176.0,119779784.0,119007392.0,118235000.0,117462608.0,116690216.0,115915244.0,115140276.0,114365304.0,113590332.0,112815364.0
PLDVPlugInHybrid,OCDEPacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77604.0,146332.0,207632.0,276840.0,346052.0,709368.0,1072684.0,1435996.0,1799312.0,2162628.0,2902096.0,3641564.0,4381032.0,5120496.0,5859964.0,6650420.0,7440876.0,8231332.0,9021784.0,9812240.0,10875520.0,11938804.0,13002084.0,14065364.0,15128644.0,16579812.0,18030980.0,19482148.0,20933320.0,22384488.0,18956664.0,15528840.0,12101016.0,8673192.0,5245368.0,5289096.0,5332828.0,5376556.0,5420288.0,5464016.0,5460468.0,5456924.0,5453376.0,5449828.0,5446280.0,5426968.0,5407652.0,5388336.0,5369020.0,5349708.0,5321944.0,5294180.0,5266416.0,5238652.0,5210888.0,5178332.0,5145776.0,5113220.0,5080660.0,5048104.0,5015180.0,4982256.0,4949328.0,4916404.0,4883480.0,4852380.0,4821284.0,4790188.0,4759088.0,4727992.0,4697920.0,4667844.0,4637772.0,4607700.0,4577628.0,4548300.0,4518968.0,4489640.0,4460308.0,4430980.0,4401552.0,4372124.0,4342700.0,4313272.0,4283844.0
PLDVHydrogen,OCDEPacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21436.0,42868.0,64304.0,85740.0,107172.0,144980.0,182784.0,220588.0,258396.0,296200.0,357232.0,418260.0,479292.0,540320.0,601352.0,726536.0,851720.0,976904.0,1102088.0,1227276.0,1458716.0,1690156.0,1921596.0,2153036.0,2384476.0,2674264.0,2964052.0,3253844.0,3543632.0,3833420.0,3951156.0,4068888.0,4186624.0,4304356.0,4422088.0,4426728.0,4431368.0,4436004.0,4440644.0,4445280.0,4437880.0,4430476.0,4423076.0,4415672.0,4408268.0,4419312.0,4430352.0,4441396.0,4452436.0,4463476.0,4517868.0,4572260.0,4626652.0,4681044.0,4735436.0,4813388.0,4891336.0,4969284.0,5047232.0,5125180.0,5214496.0,5303812.0,5393128.0,5482444.0,5571760.0,5676400.0,5781040.0,5885680.0,5990320.0,6094960.0,6212776.0,6330588.0,6448400.0,6566212.0,6684028.0,6811768.0,6939508.0,7067248.0,7194984.0,7322724.0,7455816.0,7588908.0,7722000.0,7855092.0,7988184.0
